序號,答案
20240327120001,129.80671
20240327121001,129.80671
20240327122001,129.80671
20240327123001,129.80671
20240327124001,129.80671
20240327125001,143.93072
20240327130001,143.93072
20240327131001,143.93072
20240327132001,143.93072
20240327133001,143.93072
20240327134001,143.93072
20240327135001,140.52118
20240327140001,140.52118
20240327141001,140.52118
20240327142001,140.52118
20240327143001,140.52118
20240327144001,140.52118
20240327145001,140.52118
20240327150001,140.52118
20240327151001,140.52118
20240327152001,140.52118
20240327153001,140.52118
20240327154001,140.52118
20240327155001,143.93072
20240327160001,143.93072
20240327161001,143.93072
20240327162001,143.93072
20240327163001,143.93072
20240327164001,143.93072
20240327165001,143.93072
20240329090001,147.85203
20240329091001,147.85203
20240329092001,147.85203
20240329093001,147.85203
20240329094001,147.85203
20240329095001,132.19777
20240329100001,147.85203
20240329101001,147.85203
20240329102001,147.85203
20240329103001,147.85203
20240329104001,147.85203
20240329105001,147.85203
20240329110001,143.93072
20240329111001,147.85203
20240329112001,147.85203
20240329113001,147.85203
20240329114001,147.85203
20240329115001,129.80671
20240329120001,129.80671
20240329121001,129.80671
20240329122001,129.80671
20240329123001,129.80671
20240329124001,129.80671
20240329125001,143.93072
20240329130001,143.93072
20240329131001,143.93072
20240329132001,143.93072
20240329133001,143.93072
20240329134001,143.93072
20240329135001,140.52118
20240329140001,140.52118
20240329141001,140.52118
20240329142001,140.52118
20240329143001,140.52118
20240329144001,140.52118
20240329145001,140.52118
20240329150001,140.52118
20240329151001,140.52118
20240329152001,140.52118
20240329153001,140.52118
20240329154001,140.52118
20240329155001,143.93072
20240329160001,143.93072
20240329161001,143.93072
20240329162001,143.93072
20240329163001,143.93072
20240329164001,143.93072
20240329165001,143.93072
20240428090001,147.85203
20240428091001,147.85203
20240428092001,147.85203
20240428093001,147.85203
20240428094001,132.19777
20240428095001,132.19777
20240428100001,147.85203
20240428101001,147.85203
20240428102001,147.85203
20240428103001,147.85203
20240428104001,147.85203
20240428105001,132.19777
20240428110001,143.93072
20240428111001,147.85203
20240428112001,147.85203
20240428113001,147.85203
20240428114001,147.85203
20240428115001,129.80671
20240428120001,129.80671
20240428121001,129.80671
20240428122001,129.80671
20240428123001,129.80671
20240428124001,129.80671
20240428125001,143.93072
20240428130001,143.93072
20240428131001,143.93072
20240428132001,143.93072
20240428133001,143.93072
20240428134001,143.93072
20240428135001,140.52118
20240428140001,140.52118
20240428141001,140.52118
20240428142001,140.52118
20240428143001,140.52118
20240428144001,140.52118
20240428145001,140.52118
20240428150001,140.52118
20240428151001,140.52118
20240428152001,140.52118
20240428153001,140.52118
20240428154001,140.52118
20240428155001,143.93072
20240428160001,143.93072
20240428161001,143.93072
20240428162001,143.93072
20240428163001,143.93072
20240428164001,143.93072
20240428165001,143.93072
20240430090001,140.03984
20240430091001,147.85203
20240430092001,147.85203
20240430093001,147.85203
20240430094001,147.85203
20240430095001,147.85203
20240430100001,147.85203
20240430101001,147.85203
20240430102001,147.85203
20240430103001,147.85203
20240430104001,147.85203
20240430105001,147.85203
20240430110001,143.93072
20240430111001,147.85203
20240430112001,147.85203
20240430113001,147.85203
20240430114001,147.85203
20240430115001,129.80671
20240430120001,129.80671
20240430121001,129.80671
20240430122001,129.80671
20240430123001,129.80671
20240430124001,129.80671
20240430125001,143.93072
20240430130001,143.93072
20240430131001,143.93072
20240430132001,143.93072
20240430133001,143.93072
20240430134001,143.93072
20240430135001,140.52118
20240430140001,140.52118
20240430141001,140.52118
20240430142001,140.52118
20240430143001,140.52118
20240430144001,140.52118
20240430145001,140.52118
20240430150001,140.52118
20240430151001,140.52118
20240430152001,140.52118
20240430153001,140.52118
20240430154001,140.52118
20240430155001,143.93072
20240430160001,143.93072
20240430161001,143.93072
20240430162001,143.93072
20240430163001,143.93072
20240430164001,143.93072
20240430165001,143.93072
20240515090001,147.85203
20240515091001,147.85203
20240515092001,147.85203
20240515093001,147.85203
20240515094001,147.85203
20240515095001,147.85203
20240515100001,147.85203
20240515101001,147.85203
20240515102001,147.85203
20240515103001,147.85203
20240515104001,147.85203
20240515105001,147.85203
20240515110001,143.93072
20240515111001,147.85203
20240515112001,147.85203
20240515113001,147.85203
20240515114001,147.85203
20240515115001,129.80671
20240515120001,129.80671
20240515121001,129.80671
20240515122001,129.80671
20240515123001,129.80671
20240515124001,129.80671
20240515125001,143.93072
20240515130001,143.93072
20240515131001,143.93072
20240515132001,143.93072
20240515133001,143.93072
20240515134001,143.93072
20240515135001,140.52118
20240515140001,140.52118
20240515141001,140.52118
20240515142001,140.52118
20240515143001,140.52118
20240515144001,140.52118
20240515145001,140.52118
20240515150001,140.52118
20240515151001,140.52118
20240515152001,140.52118
20240515153001,140.52118
20240515154001,140.52118
20240515155001,143.93072
20240515160001,143.93072
20240515161001,143.93072
20240515162001,143.93072
20240515163001,143.93072
20240515164001,143.93072
20240515165001,143.93072
20240520090001,147.85203
20240520091001,147.85203
20240520092001,147.85203
20240520093001,147.85203
20240520094001,147.85203
20240520095001,147.85203
20240520100001,147.85203
20240520101001,147.85203
20240520102001,147.85203
20240520103001,147.85203
20240520104001,147.85203
20240520105001,147.85203
20240520110001,143.93072
20240520111001,147.85203
20240520112001,147.85203
20240520113001,147.85203
20240520114001,147.85203
20240520115001,129.80671
20240520120001,129.80671
20240520121001,129.80671
20240520122001,129.80671
20240520123001,129.80671
20240520124001,129.80671
20240520125001,143.93072
20240520130001,143.93072
20240520131001,143.93072
20240520132001,143.93072
20240520133001,143.93072
20240520134001,143.93072
20240520135001,140.52118
20240520140001,140.52118
20240520141001,140.52118
20240520142001,140.52118
20240520143001,140.52118
20240520144001,140.52118
20240520145001,140.52118
20240520150001,140.52118
20240520151001,140.52118
20240520152001,140.52118
20240520153001,140.52118
20240520154001,140.52118
20240520155001,143.93072
20240520160001,143.93072
20240520161001,143.93072
20240520162001,143.93072
20240520163001,143.93072
20240520164001,143.93072
20240520165001,143.93072
20240613090001,147.85203
20240613091001,147.85203
20240613092001,147.85203
20240613093001,147.85203
20240613094001,147.85203
20240613095001,132.19777
20240613100001,147.85203
20240613101001,147.85203
20240613102001,147.85203
20240613103001,147.85203
20240613104001,147.85203
20240613105001,147.85203
20240613110001,143.93072
20240613111001,147.85203
20240613112001,147.85203
20240613113001,147.85203
20240613114001,147.85203
20240613115001,129.80671
20240613120001,129.80671
20240613121001,129.80671
20240613122001,129.80671
20240613123001,129.80671
20240613124001,129.80671
20240613125001,143.93072
20240613130001,143.93072
20240613131001,143.93072
20240613132001,143.93072
20240613133001,143.93072
20240613134001,143.93072
20240613135001,140.52118
20240613140001,140.52118
20240613141001,140.52118
20240613142001,140.52118
20240613143001,140.52118
20240613144001,140.52118
20240613145001,140.52118
20240613150001,140.52118
20240613151001,140.52118
20240613152001,140.52118
20240613153001,140.52118
20240613154001,140.52118
20240613155001,143.93072
20240613160001,143.93072
20240613161001,143.93072
20240613162001,143.93072
20240613163001,143.93072
20240613164001,143.93072
20240613165001,143.93072
20240615090001,140.03984
20240615091001,147.85203
20240615092001,147.85203
20240615093001,147.85203
20240615094001,147.85203
20240615095001,147.85203
20240615100001,147.85203
20240615101001,147.85203
20240615102001,147.85203
20240615103001,147.85203
20240615104001,147.85203
20240615105001,147.85203
20240615110001,143.93072
20240615111001,147.85203
20240615112001,147.85203
20240615113001,147.85203
20240615114001,147.85203
20240615115001,129.80671
20240615120001,129.80671
20240615121001,129.80671
20240615122001,129.80671
20240615123001,129.80671
20240615124001,129.80671
20240615125001,143.93072
20240615130001,143.93072
20240615131001,143.93072
20240615132001,143.93072
20240615133001,143.93072
20240615134001,143.93072
20240615135001,140.52118
20240615140001,140.52118
20240615141001,140.52118
20240615142001,140.52118
20240615143001,140.52118
20240615144001,140.52118
20240615145001,140.52118
20240615150001,140.52118
20240615151001,140.52118
20240615152001,140.52118
20240615153001,140.52118
20240615154001,140.52118
20240615155001,143.93072
20240615160001,143.93072
20240615161001,143.93072
20240615162001,143.93072
20240615163001,143.93072
20240615164001,143.93072
20240615165001,143.93072
20240703090001,139.60674
20240703091001,147.85203
20240703092001,147.85203
20240703093001,147.85203
20240703094001,147.85203
20240703095001,147.85203
20240703100001,147.85203
20240703101001,147.85203
20240703102001,147.85203
20240703103001,147.85203
20240703104001,147.85203
20240703105001,147.85203
20240703110001,143.93072
20240703111001,147.85203
20240703112001,147.85203
20240703113001,147.85203
20240703114001,147.85203
20240703115001,129.80671
20240703120001,129.80671
20240703121001,129.80671
20240703122001,129.80671
20240703123001,129.80671
20240703124001,129.80671
20240703125001,143.93072
20240703130001,143.93072
20240703131001,143.93072
20240703132001,143.93072
20240703133001,143.93072
20240703134001,143.93072
20240703135001,140.52118
20240703140001,140.52118
20240703141001,140.52118
20240703142001,140.52118
20240703143001,140.52118
20240703144001,140.52118
20240703145001,140.52118
20240703150001,140.52118
20240703151001,140.52118
20240703152001,140.52118
20240703153001,140.52118
20240703154001,140.52118
20240703155001,143.93072
20240703160001,143.93072
20240703161001,143.93072
20240703162001,143.93072
20240703163001,143.93072
20240703164001,143.93072
20240703165001,143.93072
20240707090001,139.60674
20240707091001,147.85203
20240707092001,147.85203
20240707093001,147.85203
20240707094001,147.85203
20240707095001,147.85203
20240707100001,147.85203
20240707101001,147.85203
20240707102001,147.85203
20240707103001,147.85203
20240707104001,147.85203
20240707105001,147.85203
20240707110001,143.93072
20240707111001,147.85203
20240707112001,147.85203
20240707113001,147.85203
20240707114001,147.85203
20240707115001,129.80671
20240707120001,129.80671
20240707121001,129.80671
20240707122001,129.80671
20240707123001,129.80671
20240707124001,129.80671
20240707125001,143.93072
20240707130001,143.93072
20240707131001,143.93072
20240707132001,143.93072
20240707133001,143.93072
20240707134001,143.93072
20240707135001,140.52118
20240707140001,140.52118
20240707141001,140.52118
20240707142001,140.52118
20240707143001,140.52118
20240707144001,140.52118
20240707145001,140.52118
20240707150001,140.52118
20240707151001,140.52118
20240707152001,140.52118
20240707153001,140.52118
20240707154001,140.52118
20240707155001,143.93072
20240707160001,143.93072
20240707161001,143.93072
20240707162001,143.93072
20240707163001,143.93072
20240707164001,143.93072
20240707165001,143.93072
20240125090002,159.32751
20240125091002,159.32751
20240125092002,140.52118
20240125093002,140.52118
20240125094002,140.52118
20240125095002,143.93072
20240125100002,147.85203
20240125101002,143.93072
20240125102002,140.52118
20240125103002,125.31182
20240125104002,125.31182
20240125105002,125.31182
20240125110002,143.93072
20240125111002,147.85203
20240125112002,147.85203
20240125113002,147.85203
20240125114002,147.85203
20240125115002,129.80671
20240125120002,129.80671
20240125121002,129.80671
20240125122002,129.80671
20240125123002,129.80671
20240125124002,129.80671
20240125125002,143.93072
20240125130002,143.93072
20240125131002,143.93072
20240125132002,143.93072
20240125133002,143.93072
20240125134002,143.93072
20240125135002,140.52118
20240125140002,140.52118
20240125141002,140.52118
20240125142002,140.52118
20240125143002,140.52118
20240125144002,140.52118
20240125145002,140.52118
20240125150002,140.52118
20240125151002,140.52118
20240125152002,140.52118
20240125153002,140.52118
20240125154002,140.52118
20240125155002,143.93072
20240125160002,143.93072
20240125161002,143.93072
20240125162002,143.93072
20240125163002,143.93072
20240125164002,143.93072
20240125165002,143.93072
20240128090002,159.32751
20240128091002,159.32751
20240128092002,140.52118
20240128093002,140.52118
20240128094002,140.52118
20240128095002,143.93072
20240128100002,147.85203
20240128101002,143.93072
20240128102002,140.52118
20240128103002,140.52118
20240128104002,125.31182
20240128105002,125.31182
20240128110002,143.93072
20240128111002,147.85203
20240128112002,147.85203
20240128113002,147.85203
20240128114002,147.85203
20240128115002,129.80671
20240128120002,129.80671
20240128121002,129.80671
20240128122002,129.80671
20240128123002,129.80671
20240128124002,129.80671
20240128125002,143.93072
20240128130002,143.93072
20240128131002,143.93072
20240128132002,143.93072
20240128133002,143.93072
20240128134002,143.93072
20240128135002,140.52118
20240128140002,140.52118
20240128141002,140.52118
20240128142002,140.52118
20240128143002,140.52118
20240128144002,140.52118
20240128145002,140.52118
20240128150002,140.52118
20240128151002,140.52118
20240128152002,140.52118
20240128153002,140.52118
20240128154002,140.52118
20240128155002,143.93072
20240128160002,143.93072
20240128161002,143.93072
20240128162002,143.93072
20240128163002,143.93072
20240128164002,143.93072
20240128165002,143.93072
20240213090002,144.11815
20240213091002,144.11815
20240213092002,125.31182
20240213093002,125.31182
20240213094002,140.08394
20240213095002,159.32751
20240213100002,159.32751
20240213101002,159.32751
20240213102002,159.32751
20240213103002,144.11815
20240213104002,144.11815
20240213105002,144.11815
20240213110002,143.93072
20240213111002,147.85203
20240213112002,147.85203
20240213113002,147.85203
20240213114002,147.85203
20240213115002,129.80671
20240213120002,129.80671
20240213121002,129.80671
20240213122002,129.80671
20240213123002,129.80671
20240213124002,129.80671
20240213125002,143.93072
20240213130002,143.93072
20240213131002,143.93072
20240213132002,143.93072
20240213133002,143.93072
20240213134002,143.93072
20240213135002,140.52118
20240213140002,140.52118
20240213141002,140.52118
20240213142002,140.52118
20240213143002,140.52118
20240213144002,140.52118
20240213145002,140.52118
20240213150002,140.52118
20240213151002,140.52118
20240213152002,140.52118
20240213153002,140.52118
20240213154002,140.52118
20240213155002,143.93072
20240213160002,143.93072
20240213161002,143.93072
20240213162002,143.93072
20240213163002,143.93072
20240213164002,143.93072
20240213165002,143.93072
20240226090002,159.32751
20240226091002,159.32751
20240226092002,155.2933
20240226093002,140.52118
20240226094002,140.52118
20240226095002,143.93072
20240226100002,147.85203
20240226101002,143.93072
20240226102002,140.52118
20240226103002,125.31182
20240226104002,125.31182
20240226105002,125.31182
20240226110002,143.93072
20240226111002,147.85203
20240226112002,147.85203
20240226113002,147.85203
20240226114002,147.85203
20240226115002,129.80671
20240226120002,129.80671
20240226121002,129.80671
20240226122002,129.80671
20240226123002,129.80671
20240226124002,129.80671
20240226125002,143.93072
20240226130002,143.93072
20240226131002,143.93072
20240226132002,143.93072
20240226133002,143.93072
20240226134002,143.93072
20240226135002,140.52118
20240226140002,140.52118
20240226141002,140.52118
20240226142002,140.52118
20240226143002,140.52118
20240226144002,140.52118
20240226145002,140.52118
20240226150002,140.52118
20240226151002,140.52118
20240226152002,140.52118
20240226153002,140.52118
20240226154002,140.52118
20240226155002,143.93072
20240226160002,143.93072
20240226161002,143.93072
20240226162002,143.93072
20240226163002,143.93072
20240226164002,143.93072
20240226165002,143.93072
20240319090002,147.85203
20240319091002,147.85203
20240319092002,147.85203
20240319093002,147.85203
20240319094002,147.85203
20240319095002,147.85203
20240319100002,147.85203
20240319101002,147.85203
20240319102002,147.85203
20240319103002,147.85203
20240319104002,147.85203
20240319105002,132.19777
20240319110002,143.93072
20240319111002,147.85203
20240319112002,147.85203
20240319113002,147.85203
20240319114002,147.85203
20240319115002,129.80671
20240319120002,129.80671
20240319121002,129.80671
20240319122002,129.80671
20240319123002,129.80671
20240319124002,129.80671
20240319125002,143.93072
20240319130002,143.93072
20240319131002,143.93072
20240319132002,143.93072
20240319133002,143.93072
20240319134002,143.93072
20240319135002,140.52118
20240319140002,140.52118
20240319141002,140.52118
20240319142002,140.52118
20240319143002,140.52118
20240319144002,140.52118
20240319145002,140.52118
20240319150002,140.52118
20240319151002,140.52118
20240319152002,140.52118
20240319153002,140.52118
20240319154002,140.52118
20240319155002,143.93072
20240319160002,143.93072
20240319161002,143.93072
20240319162002,143.93072
20240319163002,143.93072
20240319164002,143.93072
20240319165002,143.93072
20240427090002,147.85203
20240427091002,147.85203
20240427092002,147.85203
20240427093002,147.85203
20240427094002,147.85203
20240427095002,147.85203
20240427100002,147.85203
20240427101002,147.85203
20240427102002,147.85203
20240427103002,147.85203
20240427104002,147.85203
20240427105002,132.19777
20240427110002,143.93072
20240427111002,147.85203
20240427112002,147.85203
20240427113002,147.85203
20240427114002,147.85203
20240427115002,129.80671
20240427120002,129.80671
20240427121002,129.80671
20240427122002,129.80671
20240427123002,129.80671
20240427124002,129.80671
20240427125002,143.93072
20240427130002,143.93072
20240427131002,143.93072
20240427132002,143.93072
20240427133002,143.93072
20240427134002,143.93072
20240427135002,140.52118
20240427140002,140.52118
20240427141002,140.52118
20240427142002,140.52118
20240427143002,140.52118
20240427144002,140.52118
20240427145002,140.52118
20240427150002,140.52118
20240427151002,140.52118
20240427152002,140.52118
20240427153002,140.52118
20240427154002,140.52118
20240427155002,143.93072
20240427160002,143.93072
20240427161002,143.93072
20240427162002,143.93072
20240427163002,143.93072
20240427164002,143.93072
20240427165002,143.93072
20240508090002,147.85203
20240508091002,147.85203
20240508092002,147.85203
20240508093002,147.85203
20240508094002,132.19777
20240508095002,132.19777
20240508100002,147.85203
20240508101002,147.85203
20240508102002,147.85203
20240508103002,147.85203
20240508104002,147.85203
20240508105002,132.19777
20240508110002,143.93072
20240508111002,147.85203
20240508112002,147.85203
20240508113002,147.85203
20240508114002,147.85203
20240508115002,129.80671
20240508120002,129.80671
20240508121002,129.80671
20240508122002,129.80671
20240508123002,129.80671
20240508124002,129.80671
20240508125002,143.93072
20240508130002,143.93072
20240508131002,143.93072
20240508132002,143.93072
20240508133002,143.93072
20240508134002,143.93072
20240508135002,140.52118
20240508140002,140.52118
20240508141002,140.52118
20240508142002,140.52118
20240508143002,140.52118
20240508144002,140.52118
20240508145002,140.52118
20240508150002,140.52118
20240508151002,140.52118
20240508152002,140.52118
20240508153002,140.52118
20240508154002,140.52118
20240508155002,143.93072
20240508160002,143.93072
20240508161002,143.93072
20240508162002,143.93072
20240508163002,143.93072
20240508164002,143.93072
20240508165002,143.93072
20240705090002,139.60674
20240705091002,147.85203
20240705092002,147.85203
20240705093002,147.85203
20240705094002,147.85203
20240705095002,147.85203
20240705100002,147.85203
20240705101002,147.85203
20240705102002,147.85203
20240705103002,143.93072
20240705104002,143.93072
20240705105002,143.93072
20240705110002,143.93072
20240705111002,147.85203
20240705112002,147.85203
20240705113002,147.85203
20240705114002,147.85203
20240705115002,129.80671
20240705120002,129.80671
20240705121002,129.80671
20240705122002,129.80671
20240705123002,129.80671
20240705124002,129.80671
20240705125002,143.93072
20240705130002,143.93072
20240705131002,143.93072
20240705132002,143.93072
20240705133002,143.93072
20240705134002,143.93072
20240705135002,140.52118
20240705140002,140.52118
20240705141002,140.52118
20240705142002,140.52118
20240705143002,140.52118
20240705144002,140.52118
20240705145002,140.52118
20240705150002,140.52118
20240705151002,140.52118
20240705152002,140.52118
20240705153002,140.52118
20240705154002,140.52118
20240705155002,143.93072
20240705160002,143.93072
20240705161002,143.93072
20240705162002,143.93072
20240705163002,143.93072
20240705164002,143.93072
20240705165002,143.93072
20240707090002,139.60674
20240707091002,147.85203
20240707092002,147.85203
20240707093002,147.85203
20240707094002,147.85203
20240707095002,147.85203
20240707100002,147.85203
20240707101002,147.85203
20240707102002,147.85203
20240707103002,147.85203
20240707104002,147.85203
20240707105002,147.85203
20240707110002,143.93072
20240707111002,147.85203
20240707112002,147.85203
20240707113002,147.85203
20240707114002,147.85203
20240707115002,129.80671
20240707120002,129.80671
20240707121002,129.80671
20240707122002,129.80671
20240707123002,129.80671
20240707124002,129.80671
20240707125002,143.93072
20240707130002,143.93072
20240707131002,143.93072
20240707132002,143.93072
20240707133002,143.93072
20240707134002,143.93072
20240707135002,140.52118
20240707140002,140.52118
20240707141002,140.52118
20240707142002,140.52118
20240707143002,140.52118
20240707144002,140.52118
20240707145002,140.52118
20240707150002,140.52118
20240707151002,140.52118
20240707152002,140.52118
20240707153002,140.52118
20240707154002,140.52118
20240707155002,143.93072
20240707160002,143.93072
20240707161002,143.93072
20240707162002,143.93072
20240707163002,143.93072
20240707164002,143.93072
20240707165002,143.93072
20240317090003,147.85203
20240317091003,147.85203
20240317092003,147.85203
20240317093003,147.85203
20240317094003,147.85203
20240317095003,147.85203
20240317100003,147.85203
20240317101003,147.85203
20240317102003,147.85203
20240317103003,147.85203
20240317104003,147.85203
20240317105003,147.85203
20240317110003,143.93072
20240317111003,147.85203
20240317112003,147.85203
20240317113003,147.85203
20240317114003,147.85203
20240317115003,129.80671
20240317120003,129.80671
20240317121003,129.80671
20240317122003,129.80671
20240317123003,129.80671
20240317124003,129.80671
20240317125003,143.93072
20240317130003,143.93072
20240317131003,143.93072
20240317132003,143.93072
20240317133003,143.93072
20240317134003,143.93072
20240317135003,140.52118
20240317140003,140.52118
20240317141003,140.52118
20240317142003,140.52118
20240317143003,140.52118
20240317144003,140.52118
20240317145003,140.52118
20240317150003,140.52118
20240317151003,140.52118
20240317152003,140.52118
20240317153003,140.52118
20240317154003,140.52118
20240317155003,143.93072
20240317160003,143.93072
20240317161003,143.93072
20240317162003,143.93072
20240317163003,143.93072
20240317164003,143.93072
20240317165003,143.93072
20240414090003,122.30229
20240414091003,147.85203
20240414092003,147.85203
20240414093003,147.85203
20240414094003,147.85203
20240414095003,147.85203
20240414100003,147.85203
20240414101003,147.85203
20240414102003,147.85203
20240414103003,147.85203
20240414104003,147.85203
20240414105003,147.85203
20240414110003,143.93072
20240414111003,147.85203
20240414112003,147.85203
20240414113003,147.85203
20240414114003,147.85203
20240414115003,129.80671
20240414120003,129.80671
20240414121003,129.80671
20240414122003,129.80671
20240414123003,129.80671
20240414124003,129.80671
20240414125003,143.93072
20240414130003,143.93072
20240414131003,143.93072
20240414132003,143.93072
20240414133003,143.93072
20240414134003,143.93072
20240414135003,140.52118
20240414140003,140.52118
20240414141003,140.52118
20240414142003,140.52118
20240414143003,140.52118
20240414144003,140.52118
20240414145003,140.52118
20240414150003,140.52118
20240414151003,140.52118
20240414152003,140.52118
20240414153003,140.52118
20240414154003,140.52118
20240414155003,143.93072
20240414160003,143.93072
20240414161003,143.93072
20240414162003,143.93072
20240414163003,143.93072
20240414164003,143.93072
20240414165003,143.93072
20240524090003,147.85203
20240524091003,147.85203
20240524092003,147.85203
20240524093003,147.85203
20240524094003,132.19777
20240524095003,132.19777
20240524100003,147.85203
20240524101003,147.85203
20240524102003,147.85203
20240524103003,147.85203
20240524104003,147.85203
20240524105003,132.19777
20240524110003,143.93072
20240524111003,147.85203
20240524112003,147.85203
20240524113003,147.85203
20240524114003,147.85203
20240524115003,129.80671
20240524120003,129.80671
20240524121003,129.80671
20240524122003,129.80671
20240524123003,129.80671
20240524124003,129.80671
20240524125003,143.93072
20240524130003,143.93072
20240524131003,143.93072
20240524132003,143.93072
20240524133003,143.93072
20240524134003,143.93072
20240524135003,140.52118
20240524140003,140.52118
20240524141003,140.52118
20240524142003,140.52118
20240524143003,140.52118
20240524144003,140.52118
20240524145003,140.52118
20240524150003,140.52118
20240524151003,140.52118
20240524152003,140.52118
20240524153003,140.52118
20240524154003,140.52118
20240524155003,143.93072
20240524160003,143.93072
20240524161003,143.93072
20240524162003,143.93072
20240524163003,143.93072
20240524164003,143.93072
20240524165003,143.93072
20240526090003,147.85203
20240526091003,147.85203
20240526092003,147.85203
20240526093003,147.85203
20240526094003,132.19777
20240526095003,132.19777
20240526100003,147.85203
20240526101003,147.85203
20240526102003,147.85203
20240526103003,147.85203
20240526104003,147.85203
20240526105003,132.19777
20240526110003,143.93072
20240526111003,147.85203
20240526112003,147.85203
20240526113003,147.85203
20240526114003,147.85203
20240526115003,129.80671
20240526120003,129.80671
20240526121003,129.80671
20240526122003,129.80671
20240526123003,129.80671
20240526124003,129.80671
