Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW),MonthDate,Hour,Season_weight,Sunlight_time(h),UV,Cloud
20240224071009,0.0,1018.82,20.91,76.34,870.17,0.18,224,7,0.1,0.0,,
20240224072009,0.0,1018.86,20.99,76.12,1106.58,0.28,224,7,0.1,0.0,,
20240224073009,0.0,1018.89,21.04,76.29,2044.75,0.67,224,7,0.1,0.0,,
20240224074009,0.0,1019.04,21.24,75.7,2433.17,1.04,224,7,0.1,0.0,,
20240224075009,0.0,1019.12,21.36,75.32,3562.25,2.41,224,7,0.1,0.0,,
20240224080009,0.0,1019.23,21.49,74.71,3827.33,1.96,224,8,0.1,0.0,,
20240224081009,0.0,1019.32,21.48,74.81,4528.61,3.19,224,8,0.1,0.0,,
20240224082009,0.0,1019.35,21.77,73.9,5772.25,4.44,224,8,0.1,0.0,,
20240224083009,0.0,1019.3,22.12,72.25,7292.17,9.6,224,8,0.1,0.0,,
20240224084009,0.0,1019.34,22.51,70.62,9754.08,16.1,224,8,0.1,0.0,,
20240224085009,0.0,1019.34,22.75,69.26,8578.58,12.73,224,8,0.1,0.0,,
20240225070009,0.0,1018.48,18.68,87.78,581.42,0.13,225,7,0.1,0.0,,
20240225071009,0.0,1018.59,18.86,87.43,869.58,0.23,225,7,0.1,0.0,,
20240225072009,0.0,1018.62,19.07,86.27,1148.5,0.35,225,7,0.1,0.0,,
20240225073009,0.02,1018.67,19.11,85.82,1371.58,0.43,225,7,0.1,0.0,,
20240225074009,0.02,1018.78,19.25,85.55,1641.17,0.53,225,7,0.1,0.0,,
20240225075009,0.03,1018.94,19.25,85.34,1540.93,0.47,225,7,0.1,0.0,,
20240225080009,0.0,1019.05,19.19,85.19,1717.83,0.53,225,8,0.1,0.0,,
20240225081009,0.0,1019.24,19.25,85.0,1565.42,0.45,225,8,0.1,0.0,,
20240225082009,0.02,1019.33,19.17,83.22,1691.75,0.58,225,8,0.1,0.0,,
20240225083009,0.06,1019.4,19.08,82.99,1887.67,0.6,225,8,0.1,0.0,,
20240225084009,0.04,1019.5,19.08,82.63,1950.25,0.74,225,8,0.1,0.0,,
20240225085009,0.0,1019.56,19.23,82.38,2305.25,1.0,225,8,0.1,0.0,,
20240227070009,0.0,1018.86,17.8,81.42,2307.75,0.91,227,7,0.1,0.0,,
20240227071009,0.09,1018.9,17.9,81.07,2680.17,1.55,227,7,0.1,0.0,,
20240227072009,0.03,1018.99,18.08,80.13,3576.08,2.17,227,7,0.1,0.0,,
20240227073009,0.03,1019.08,18.24,79.44,4107.75,2.89,227,7,0.1,0.0,,
20240227074009,0.07,1019.15,18.41,78.68,4081.5,3.36,227,7,0.1,0.0,,
20240227075009,0.05,1019.16,18.43,79.27,5484.34,4.88,227,7,0.1,0.0,,
20240227080009,0.0,1019.14,18.68,78.67,6394.58,6.35,227,8,0.1,0.0,,
20240227081009,0.0,1019.23,19.01,77.42,7397.83,9.73,227,8,0.1,0.0,,
20240227082009,0.0,1019.31,19.18,76.74,8523.71,9.05,227,8,0.1,0.0,,
20240227083009,0.0,1019.44,19.45,76.01,8265.0,12.1,227,8,0.1,0.0,,
20240227084009,0.0,1019.47,19.77,74.35,11649.42,19.51,227,8,0.1,0.0,,
20240227085009,0.0,1019.42,20.25,72.66,12552.75,22.21,227,8,0.1,0.0,,
20240228070009,0.0,1017.24,18.14,82.59,4945.92,4.72,228,7,0.1,0.1,,
20240228071009,0.0,1017.41,18.41,81.72,6586.58,7.26,228,7,0.1,0.1,,
20240228072009,0.0,1017.47,18.95,80.24,8511.92,11.76,228,7,0.1,0.1,,
20240228073009,0.0,1017.58,19.53,78.25,14981.58,25.63,228,7,0.1,0.1,,
20240228074009,0.03,1017.62,22.36,69.87,38691.98,301.95,228,7,0.1,0.1,,
20240228075009,0.24,1017.65,26.63,53.12,40768.1,347.17,228,7,0.1,0.1,,
20240228080009,0.16,1017.68,28.28,47.07,47592.21,454.06,228,8,0.1,0.5,,
20240228081009,0.03,1017.71,29.42,44.76,50077.82,484.58,228,8,0.1,0.5,,
20240228082009,0.05,1017.6,30.76,40.66,55437.01,571.29,228,8,0.1,0.5,,
20240228083009,0.0,1017.55,32.1,37.31,66187.53,787.65,228,8,0.1,0.5,,
20240228084009,0.04,1017.44,34.33,34.05,77614.22,1036.62,228,8,0.1,0.5,,
20240228085009,0.31,1017.33,35.79,31.35,79476.86,1034.59,228,8,0.1,0.5,,
20240229070009,0.04,1014.27,20.98,81.76,3207.25,2.04,229,7,0.1,0.0,,
20240229071009,0.02,1014.33,21.06,81.33,2730.67,1.43,229,7,0.1,0.0,,
20240229072009,0.0,1014.3,21.12,81.1,3013.58,1.77,229,7,0.1,0.0,,
20240229073009,0.0,1014.24,21.32,80.47,4852.08,4.66,229,7,0.1,0.0,,
20240229074009,0.0,1014.25,21.75,78.79,6750.58,8.11,229,7,0.1,0.0,,
20240229075009,0.02,1014.22,21.98,77.23,8069.25,11.27,229,7,0.1,0.0,,
20240229080009,0.03,1014.19,22.28,75.99,9025.75,14.31,229,8,0.1,0.0,,
20240229081009,0.0,1014.17,22.48,75.56,10195.67,18.21,229,8,0.1,0.0,,
20240229082009,0.0,1014.21,22.82,74.16,10685.42,19.59,229,8,0.1,0.0,,
20240229083009,0.0,1014.25,22.96,73.58,11777.59,23.27,229,8,0.1,0.0,,
20240229084009,0.03,1014.31,23.21,72.38,12830.5,27.67,229,8,0.1,0.0,,
20240229085009,0.0,1014.34,23.48,71.32,12833.5,27.49,229,8,0.1,0.0,,
20240301070009,0.03,1017.29,16.82,90.32,787.83,0.2,301,7,0.25,0.0,,
20240301071009,0.0,1017.37,16.8,89.93,761.67,0.15,301,7,0.25,0.0,,
20240301072009,0.0,1017.45,16.76,89.76,1260.5,0.41,301,7,0.25,0.0,,
20240301073009,0.0,1017.6,16.79,89.36,1476.17,0.53,301,7,0.25,0.0,,
20240301074009,0.02,1017.69,16.84,89.23,1542.75,0.58,301,7,0.25,0.0,,
20240301075009,0.0,1017.68,17.06,90.93,1950.75,0.96,301,7,0.25,0.0,,
20240301080009,0.0,1017.83,17.38,89.92,2472.0,1.23,301,8,0.25,0.0,,
20240301081009,0.0,1017.86,17.54,89.65,3004.83,1.82,301,8,0.25,0.0,,
20240301082009,0.0,1017.92,17.69,87.94,3208.0,2.03,301,8,0.25,0.0,,
20240301083009,0.0,1017.94,17.79,88.96,3804.33,2.88,301,8,0.25,0.0,,
20240301084009,0.0,1018.02,17.86,87.67,3383.67,2.06,301,8,0.25,0.0,,
20240301085009,0.0,1017.97,17.82,86.5,3309.5,1.96,301,8,0.25,0.0,,
20240302070009,0.04,1018.59,16.97,75.12,1858.33,0.93,302,7,0.25,0.0,,
20240302071009,0.0,1018.36,17.14,74.77,2885.5,2.01,302,7,0.25,0.0,,
20240302072009,0.0,1018.61,17.11,75.22,1298.83,0.45,302,7,0.25,0.0,,
20240302073009,0.0,1018.59,17.04,76.13,1319.92,0.44,302,7,0.25,0.0,,
20240302074009,0.0,1018.75,17.31,75.77,3326.92,2.35,302,7,0.25,0.0,,
20240302075009,0.0,1018.89,17.37,74.95,2468.58,1.21,302,7,0.25,0.0,,
20240302080009,0.0,1018.77,17.44,74.86,4910.92,5.08,302,8,0.25,0.0,,
20240302081009,0.0,1018.79,18.2,72.62,11188.83,22.68,302,8,0.25,0.0,,
20240302082009,0.02,1018.74,19.0,69.57,13372.58,32.52,302,8,0.25,0.0,,
20240302083009,0.0,1018.83,19.28,68.07,9467.5,16.33,302,8,0.25,0.0,,
20240302084009,0.0,1018.93,19.08,68.46,5871.67,6.54,302,8,0.25,0.0,,
20240302085009,0.0,1018.89,18.64,69.16,4094.0,3.31,302,8,0.25,0.0,,
20240303070009,0.0,1016.85,17.37,80.63,1128.17,0.31,303,7,0.25,0.0,,
20240303071009,0.0,1016.9,17.42,80.62,1770.0,0.72,303,7,0.25,0.0,,
20240303072009,0.0,1016.91,17.52,80.48,2078.75,0.95,303,7,0.25,0.0,,
20240303073009,0.0,1016.92,17.61,80.32,2549.67,1.38,303,7,0.25,0.0,,
20240303074009,0.0,1016.94,17.7,80.32,2420.92,1.25,303,7,0.25,0.0,,
20240303075009,0.0,1017.06,17.84,79.81,2590.67,1.39,303,7,0.25,0.0,,
20240303080009,0.0,1017.06,17.87,79.53,2963.25,1.79,303,8,0.25,0.0,,
20240303081009,0.0,1017.08,17.85,79.67,3470.08,2.45,303,8,0.25,0.0,,
20240303082009,0.02,1017.09,18.08,79.19,5039.67,4.78,303,8,0.25,0.0,,
20240303083009,0.02,1017.21,18.31,78.26,4941.08,4.57,303,8,0.25,0.0,,
20240303084009,0.06,1017.25,18.28,78.27,4747.33,4.23,303,8,0.25,0.0,,
20240303085009,0.0,1017.28,18.38,78.25,4998.75,4.62,303,8,0.25,0.0,,
20240304070009,0.18,1012.97,17.64,77.49,5542.08,6.2,304,7,0.25,0.4,,
20240304071009,0.06,1012.99,18.07,76.0,6752.42,8.61,304,7,0.25,0.4,,
20240304072009,0.06,1013.01,18.46,74.73,7964.0,11.25,304,7,0.25,0.4,,
20240304073009,0.03,1013.03,18.86,73.31,9073.67,13.92,304,7,0.25,0.4,,
20240304074009,0.1,1013.11,19.3,71.53,10096.5,16.52,304,7,0.25,0.4,,
20240304075009,0.08,1013.16,20.66,67.37,39983.96,281.82,304,7,0.25,0.4,,
20240304080009,0.17,1013.19,27.15,48.44,51552.88,586.84,304,8,0.25,1.0,,
20240304081009,0.06,1013.22,30.67,39.16,58144.36,711.72,304,8,0.25,1.0,,
20240304082009,0.05,1013.18,32.64,34.69,64073.14,824.89,304,8,0.25,1.0,,
20240304083009,0.14,1013.08,33.82,32.9,69571.58,937.86,304,8,0.25,1.0,,
20240304084009,0.46,1012.99,34.0,30.88,74507.6,1043.34,304,8,0.25,1.0,,
20240304085009,0.14,1012.85,34.43,30.26,79342.99,1133.62,304,8,0.25,1.0,,
20240305070009,0.15,1007.21,21.6,75.32,4320.92,3.84,305,7,0.25,0.0,,
20240305071009,0.18,1007.33,21.84,74.41,5286.42,5.06,305,7,0.25,0.0,,
20240305072009,0.3,1007.23,22.04,73.91,8580.83,12.12,305,7,0.25,0.0,,
20240305073009,0.3,1007.04,22.38,72.89,11254.75,20.8,305,7,0.25,0.0,,
20240305074009,0.08,1006.89,23.04,70.33,11917.17,24.37,305,7,0.25,0.0,,
20240305075009,0.13,1006.87,23.59,68.71,32090.45,165.22,305,7,0.25,0.0,,
20240305080009,0.0,1006.98,29.64,51.15,52434.61,601.12,305,8,0.25,0.4,,
20240305081009,0.03,1006.89,34.41,38.94,58111.65,711.1,305,8,0.25,0.4,,
20240305082009,0.11,1006.8,36.23,33.27,64155.26,824.37,305,8,0.25,0.4,,
20240305083009,0.41,1006.78,36.67,31.52,69908.32,936.72,305,8,0.25,0.4,,
20240305084009,0.24,1006.61,37.04,30.91,74349.66,1019.01,305,8,0.25,0.4,,
20240305085009,0.22,1006.47,38.28,29.0,79273.1,1099.76,305,8,0.25,0.4,,
20240306070009,0.05,1005.8,22.48,78.28,1172.5,0.38,306,7,0.25,0.0,,
20240306071009,0.0,1006.0,22.73,77.6,1192.83,0.38,306,7,0.25,0.0,,
20240306072009,0.12,1006.13,22.72,77.51,1232.75,0.42,306,7,0.25,0.0,,
20240306073009,0.03,1006.43,22.65,77.75,1095.08,0.35,306,7,0.25,0.0,,
20240306074009,1.93,1006.8,22.35,79.78,1640.08,0.67,306,7,0.25,0.0,,
20240306075009,0.37,1006.96,22.39,81.43,3489.5,2.54,306,7,0.25,0.0,,
20240306080009,0.0,1007.16,23.1,79.16,4189.5,3.89,306,8,0.25,0.0,,
20240306081009,0.0,1007.29,23.33,78.54,3021.0,1.98,306,8,0.25,0.0,,
20240306082009,0.52,1007.38,23.26,81.21,1785.0,0.72,306,8,0.25,0.0,,
20240306083009,0.78,1007.58,23.13,82.4,1567.67,0.55,306,8,0.25,0.0,,
20240306084009,0.79,1007.83,22.97,81.1,2208.58,1.0,306,8,0.25,0.0,,
20240306085009,0.54,1007.94,22.86,80.19,3122.25,2.05,306,8,0.25,0.0,,
20240307070009,0.0,1014.02,19.01,78.44,833.08,0.22,307,7,0.25,0.0,,
20240307071009,0.0,1014.0,19.19,78.17,1094.42,0.33,307,7,0.25,0.0,,
20240307072009,0.0,1014.01,19.31,77.26,1324.33,0.44,307,7,0.25,0.0,,
20240307073009,0.0,1014.14,19.31,77.04,2082.33,0.98,307,7,0.25,0.0,,
20240307074009,0.0,1014.22,19.48,76.34,2160.42,1.04,307,7,0.25,0.0,,
20240307075009,0.0,1014.36,19.46,76.03,1361.83,0.43,307,7,0.25,0.0,,
20240307080009,0.0,1014.35,19.46,75.63,1679.42,0.65,307,8,0.25,0.0,,
20240307081009,0.0,1014.34,19.56,75.18,2393.75,1.2,307,8,0.25,0.0,,
20240307082009,0.0,1014.52,19.62,75.7,2423.67,1.18,307,8,0.25,0.0,,
20240307083009,0.0,1014.54,19.56,75.4,2518.33,1.23,307,8,0.25,0.0,,
20240307084009,0.0,1014.56,19.58,75.51,2881.75,1.58,307,8,0.25,0.0,,
20240307085009,0.0,1014.62,19.59,75.17,3651.25,2.65,307,8,0.25,0.0,,
20240308070009,0.15,1016.5,17.56,76.29,672.33,0.15,308,7,0.25,0.0,,
20240308071009,0.17,1016.65,17.64,75.64,676.75,0.14,308,7,0.25,0.0,,
20240308072009,0.0,1016.78,17.86,76.36,802.25,0.19,308,7,0.25,0.0,,
20240308073009,0.0,1016.96,17.98,75.75,918.33,0.25,308,7,0.25,0.0,,
20240308074009,0.3,1017.02,17.97,74.48,1242.75,0.39,308,7,0.25,0.0,,
20240308075009,0.42,1017.1,17.63,74.07,1518.0,0.53,308,7,0.25,0.0,,
20240308080009,0.03,1017.19,17.74,74.27,1704.17,0.65,308,8,0.25,0.0,,
20240308081009,0.1,1017.32,17.85,74.13,1767.83,0.69,308,8,0.25,0.0,,
20240308082009,0.34,1017.43,17.8,70.67,2087.17,0.92,308,8,0.25,0.0,,
20240308083009,0.38,1017.52,17.97,68.17,2503.66,1.29,308,8,0.25,0.0,,
20240308084009,0.1,1017.65,18.12,66.32,2887.83,1.72,308,8,0.25,0.0,,
20240308085009,0.0,1017.75,18.27,65.35,2980.75,1.86,308,8,0.25,0.0,,
20240309070009,0.03,1018.92,16.59,65.92,1643.75,0.7,309,7,0.25,0.0,,
20240309071009,0.05,1019.2,16.72,66.11,1743.42,0.75,309,7,0.25,0.0,,
20240309072009,0.0,1019.78,16.86,65.97,1818.75,0.83,309,7,0.25,0.0,,
20240309073009,0.0,1020.07,16.94,64.71,2521.42,1.46,309,7,0.25,0.0,,
20240309074009,0.03,1020.2,17.11,63.3,3457.34,2.61,309,7,0.25,0.0,,
20240309075009,0.1,1020.23,17.24,63.14,5236.08,5.97,309,7,0.25,0.0,,
20240309080009,0.07,1020.22,17.53,62.82,5666.5,6.79,309,8,0.25,0.0,,
20240309081009,0.02,1020.32,17.64,62.57,4999.58,5.06,309,8,0.25,0.0,,
20240309082009,0.0,1020.45,17.8,62.43,6971.83,9.92,309,8,0.25,0.0,,
20240309083009,0.1,1020.46,18.16,61.02,9880.58,19.05,309,8,0.25,0.0,,
20240309084009,0.0,1020.64,18.78,59.81,9804.0,19.31,309,8,0.25,0.0,,
20240309085009,0.22,1020.47,18.81,57.36,10721.5,22.25,309,8,0.25,0.0,,
20240310070009,0.0,1020.15,16.71,73.88,1095.42,0.32,310,7,0.25,0.0,,
20240310071009,0.0,1020.22,16.72,73.93,1283.33,0.42,310,7,0.25,0.0,,
20240310072009,0.0,1020.35,16.8,73.68,1472.5,0.53,310,7,0.25,0.0,,
20240310073009,0.0,1020.59,16.85,73.58,1420.92,0.49,310,7,0.25,0.0,,
20240310074009,0.06,1020.67,16.89,73.26,1711.67,0.66,310,7,0.25,0.0,,
20240310075009,0.0,1020.89,16.98,72.8,2314.42,1.13,310,7,0.25,0.0,,
20240310080009,0.0,1021.11,17.02,72.74,2006.0,0.86,310,8,0.25,0.0,,
20240310081009,0.0,1021.26,16.97,72.91,1983.58,0.83,310,8,0.25,0.0,,
20240310082009,0.12,1021.35,17.01,72.28,2176.08,0.96,310,8,0.25,0.0,,
20240310083009,0.0,1021.56,17.13,71.75,2055.67,0.88,310,8,0.25,0.0,,
20240310084009,0.0,1021.58,17.19,71.57,2548.58,1.34,310,8,0.25,0.0,,
20240310085009,0.09,1021.7,17.34,70.96,2999.5,1.7,310,8,0.25,0.0,,
20240311070009,0.02,1016.02,18.39,73.72,1817.83,0.77,311,7,0.25,0.0,,
20240311071009,0.36,1016.07,18.48,72.91,1929.42,0.83,311,7,0.25,0.0,,
20240311072009,0.29,1016.07,18.53,72.82,2286.08,1.12,311,7,0.25,0.0,,
20240311073009,0.11,1016.01,18.57,73.16,2472.08,1.28,311,7,0.25,0.0,,
20240311074009,0.22,1016.06,18.67,73.14,3325.67,2.24,311,7,0.25,0.0,,
20240311075009,0.57,1016.08,18.76,72.59,4118.67,3.25,311,7,0.25,0.0,,
20240311080009,0.55,1016.08,18.86,71.72,5276.75,5.18,311,8,0.25,0.0,,
20240311081009,0.05,1016.11,19.22,70.9,6723.25,8.13,311,8,0.25,0.0,,
20240311082009,0.13,1016.07,19.44,70.24,6795.5,8.4,311,8,0.25,0.0,,
20240311083009,0.16,1016.02,19.71,69.78,8873.17,14.09,311,8,0.25,0.0,,
20240311084009,0.07,1015.98,20.06,69.1,8460.58,12.96,311,8,0.25,0.0,,
20240311085009,0.1,1015.94,20.23,68.79,8741.25,13.47,311,8,0.25,0.0,,
20240312070009,0.34,1013.32,19.13,81.0,873.33,0.21,312,7,0.25,0.0,,
20240312071009,0.17,1013.47,19.18,78.58,1201.5,0.37,312,7,0.25,0.0,,
20240312072009,0.45,1013.7,19.3,74.62,1489.5,0.55,312,7,0.25,0.0,,
20240312073009,0.43,1013.9,19.42,72.02,1791.83,0.72,312,7,0.25,0.0,,
20240312074009,0.09,1014.04,19.5,74.31,2088.84,0.98,312,7,0.25,0.0,,
20240312075009,0.69,1014.28,19.45,73.52,2401.25,1.24,312,7,0.25,0.0,,
20240312080009,0.17,1014.51,19.52,72.98,2608.0,1.45,312,8,0.25,0.0,,
20240312081009,0.14,1014.76,19.66,72.1,2927.75,1.78,312,8,0.25,0.0,,
20240312082009,0.04,1014.9,19.83,72.17,3243.92,2.17,312,8,0.25,0.0,,
20240312083009,0.0,1014.96,19.97,72.42,3366.33,2.32,312,8,0.25,0.0,,
20240312084009,0.02,1015.02,20.07,73.45,3828.25,2.99,312,8,0.25,0.0,,
20240312085009,0.02,1015.05,20.21,74.61,4957.75,4.85,312,8,0.25,0.0,,
20240313070009,0.0,1019.48,17.72,73.83,2517.42,1.48,313,7,0.25,0.0,,
20240313071009,0.0,1019.62,17.92,73.68,2846.5,1.83,313,7,0.25,0.0,,
20240313072009,0.0,1019.79,18.08,73.07,2594.08,1.52,313,7,0.25,0.0,,
20240313073009,0.0,1019.97,18.08,73.71,2808.33,1.77,313,7,0.25,0.0,,
20240313074009,0.02,1020.03,18.02,74.38,3363.33,2.44,313,7,0.25,0.0,,
20240313075009,0.02,1020.08,18.21,74.07,4492.5,4.25,313,7,0.25,0.0,,
20240313080009,0.08,1020.17,18.5,72.88,5490.67,6.06,313,8,0.25,0.0,,
20240313081009,0.0,1020.18,18.85,70.8,7386.25,10.65,313,8,0.25,0.0,,
20240313082009,0.07,1020.21,19.34,68.92,10813.83,22.39,313,8,0.25,0.0,,
20240313083009,0.48,1020.27,19.94,67.44,13875.67,35.42,313,8,0.25,0.0,,
20240313084009,0.52,1020.26,19.92,67.73,15203.58,43.77,313,8,0.25,0.0,,
20240313085009,0.27,1020.27,21.69,61.81,29425.08,190.13,313,8,0.25,0.0,,
20240314070009,0.1,1016.8,18.25,75.68,500.0,0.09,314,7,0.25,0.0,,
20240314071009,0.0,1016.81,18.22,75.43,699.58,0.14,314,7,0.25,0.0,,
20240314072009,0.0,1016.86,18.25,75.32,863.25,0.2,314,7,0.25,0.0,,
20240314073009,0.03,1016.98,18.28,75.86,994.83,0.26,314,7,0.25,0.0,,
20240314074009,0.02,1016.98,18.27,76.41,981.08,0.25,314,7,0.25,0.0,,
20240314075009,0.07,1016.92,18.31,76.47,1400.92,0.46,314,7,0.25,0.0,,
20240314080009,0.0,1017.04,18.41,76.24,1748.33,0.66,314,8,0.25,0.0,,
20240314081009,0.0,1017.04,18.46,76.67,2028.67,0.89,314,8,0.25,0.0,,
20240314082009,0.0,1017.02,18.42,77.1,2640.08,1.38,314,8,0.25,0.0,,
20240314083009,0.0,1017.04,18.48,76.57,2826.08,1.55,314,8,0.25,0.0,,
20240314084009,0.05,1017.08,18.6,75.88,3121.66,1.9,314,8,0.25,0.0,,
20240314085009,0.1,1017.06,18.67,75.87,3205.75,2.03,314,8,0.25,0.0,,
20240315070009,0.0,1016.65,18.52,77.34,1412.92,0.51,315,7,0.25,0.0,,
20240315071009,0.0,1016.81,18.72,77.01,1724.0,0.72,315,7,0.25,0.0,,
20240315072009,0.0,1016.89,18.95,76.6,2433.17,1.34,315,7,0.25,0.0,,
20240315073009,0.0,1016.94,19.13,76.14,3254.08,2.26,315,7,0.25,0.0,,
20240315074009,0.0,1017.02,19.38,75.44,4088.17,3.46,315,7,0.25,0.0,,
20240315075009,0.0,1017.05,19.58,74.37,4137.0,3.41,315,7,0.25,0.0,,
20240315080009,0.08,1017.12,19.45,75.21,3119.0,2.04,315,8,0.25,0.0,,
20240315081009,0.05,1017.15,19.61,75.22,4845.92,4.67,315,8,0.25,0.0,,
20240315082009,0.0,1017.17,19.87,74.85,5954.17,6.93,315,8,0.25,0.0,,
20240315083009,0.06,1017.22,20.12,73.39,6814.58,8.81,315,8,0.25,0.0,,
20240315084009,0.0,1017.2,20.46,72.27,7896.92,11.72,315,8,0.25,0.0,,
20240315085009,0.0,1017.14,20.9,70.91,10344.33,19.49,315,8,0.25,0.0,,
20240316070009,0.0,1016.43,19.15,76.68,6761.83,8.8,316,7,0.25,0.5,,
20240316071009,0.03,1016.49,19.59,75.14,8130.33,12.26,316,7,0.25,0.5,,
20240316072009,0.03,1016.61,20.1,73.89,10641.42,20.53,316,7,0.25,0.5,,
20240316073009,0.05,1016.64,20.73,71.9,11649.5,25.4,316,7,0.25,0.5,,
20240316074009,0.04,1016.72,21.49,69.73,13620.08,33.72,316,7,0.25,0.5,,
20240316075009,0.3,1016.73,21.77,68.48,16194.58,44.34,316,7,0.25,0.5,,
20240316080009,0.06,1016.72,22.2,66.86,15805.0,43.21,316,8,0.25,0.9,,
20240316081009,0.12,1016.77,22.65,66.04,18884.67,61.73,316,8,0.25,0.9,,
20240316082009,0.03,1016.82,23.7,62.96,34016.61,262.89,316,8,0.25,0.9,,
20240316083009,0.24,1016.91,27.36,51.56,48875.15,555.46,316,8,0.25,0.9,,
20240316084009,0.1,1017.02,32.46,38.9,66452.21,838.62,316,8,0.25,0.9,,
20240316085009,0.25,1017.07,33.26,37.28,62241.79,796.2,316,8,0.25,0.9,,
20240317070009,0.0,1014.36,21.36,77.28,6090.5,6.4,317,7,0.25,0.0,,
20240317071009,0.0,1014.47,21.77,75.92,7765.67,10.51,317,7,0.25,0.0,,
20240317072009,0.0,1014.56,22.24,74.34,9425.58,15.69,317,7,0.25,0.0,,
20240317073009,0.0,1014.65,23.03,71.86,12693.42,29.98,317,7,0.25,0.0,,
20240317074009,0.02,1014.67,23.95,68.9,15477.83,44.81,317,7,0.25,0.0,,
20240317075009,0.0,1014.7,24.54,67.2,13307.58,29.86,317,7,0.25,0.0,,
20240317080009,0.07,1014.67,24.2,67.69,11829.67,21.95,317,8,0.25,0.0,,
20240317081009,0.03,1014.68,24.21,67.97,14265.92,31.71,317,8,0.25,0.0,,
20240317082009,0.0,1014.75,24.8,66.44,36004.34,198.69,317,8,0.25,0.0,,
20240317083009,0.03,1014.82,30.7,50.88,64396.76,812.26,317,8,0.25,0.0,,
20240317084009,0.06,1014.75,36.35,37.24,69014.91,891.29,317,8,0.25,0.0,,
20240317085009,0.1,1014.66,37.6,32.28,74042.57,984.14,317,8,0.25,0.0,,
20240318070009,0.0,1014.95,22.03,73.47,609.08,0.11,318,7,0.25,0.0,,
20240318071009,0.0,1015.1,22.07,73.49,661.83,0.13,318,7,0.25,0.0,,
20240318072009,0.07,1015.3,22.06,73.75,772.0,0.17,318,7,0.25,0.0,,
20240318073009,0.0,1015.47,22.0,73.96,1016.67,0.28,318,7,0.25,0.0,,
20240318074009,0.14,1015.52,21.97,73.59,1375.42,0.45,318,7,0.25,0.0,,
20240318075009,0.05,1015.52,22.0,72.98,2008.25,0.86,318,7,0.25,0.0,,
20240318080009,0.0,1015.56,22.17,72.54,2315.33,1.12,318,8,0.25,0.0,,
20240318081009,0.0,1015.63,22.3,72.26,2331.42,1.12,318,8,0.25,0.0,,
20240318082009,0.0,1015.62,22.49,71.76,3188.58,2.01,318,8,0.25,0.0,,
20240318083009,0.0,1015.68,22.67,70.84,3470.75,2.37,318,8,0.25,0.0,,
20240318084009,0.0,1015.7,22.73,70.26,3624.67,2.53,318,8,0.25,0.0,,
20240318085009,0.0,1015.67,22.86,69.89,3855.58,2.92,318,8,0.25,0.0,,
