Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW),MonthDate,Hour,Season_weight,Sunlight_time(h),UV,Cloud
20240419104004,0.84,1006.82,38.39,34.46,61383.58,243.69,419,10,0.25,,,0.0
20240419105004,0.94,1006.63,38.35,33.52,61223.66,250.9,419,10,0.25,,,0.0
20240419110004,1.0,1006.48,38.88,32.56,54530.48,211.08,419,11,0.25,,,10.0
20240419111004,0.81,1006.3,38.54,33.0,50980.93,187.03,419,11,0.25,,,10.0
20240419112004,0.5,1006.16,39.04,32.45,51469.14,192.54,419,11,0.25,,,10.0
20240419113004,1.03,1006.09,39.5,31.4,56778.01,227.08,419,11,0.25,,,10.0
20240419114004,0.98,1005.92,39.84,31.15,64909.59,291.06,419,11,0.25,,,10.0
20240419115004,1.42,1005.78,39.74,30.7,60060.9,256.07,419,11,0.25,,,10.0
20240419120004,1.72,1005.66,38.92,32.36,57271.97,235.56,419,12,0.25,,,0.0
20240419121004,1.69,1005.39,39.01,32.4,54245.68,214.47,419,12,0.25,,,0.0
20240419122004,1.62,1005.12,39.06,32.74,47691.04,195.18,419,12,0.25,,,0.0
20240419123004,1.64,1004.89,37.59,35.12,39482.35,272.87,419,12,0.25,,,0.0
20240419124004,1.61,1004.85,36.0,38.64,29097.83,155.12,419,12,0.25,,,0.0
20240419125004,1.97,1004.64,35.39,41.29,32824.75,196.75,419,12,0.25,,,0.0
20240419130004,1.89,1004.66,34.12,44.76,32855.75,199.08,419,13,0.25,,,0.0
20240419131004,2.0,1004.63,33.44,46.43,29639.42,153.87,419,13,0.25,,,0.0
20240419132004,1.81,1004.43,32.74,48.37,21760.08,86.74,419,13,0.25,,,0.0
20240419133004,1.54,1004.26,31.51,51.15,14338.08,38.27,419,13,0.25,,,0.0
20240419134004,1.15,1004.23,30.92,53.22,15173.33,40.87,419,13,0.25,,,0.0
20240419135004,1.2,1004.07,30.75,53.98,15512.08,43.61,419,13,0.25,,,0.0
20240419140004,1.34,1003.91,30.28,55.22,13494.0,33.97,419,14,0.25,,,10.0
20240419141004,0.37,1003.84,30.1,56.3,13195.08,32.67,419,14,0.25,,,10.0
20240419142004,0.25,1003.65,30.38,55.55,16737.42,48.41,419,14,0.25,,,10.0
20240419143004,0.73,1003.64,30.01,56.44,12648.58,26.86,419,14,0.25,,,10.0
20240419144004,0.17,1003.71,29.59,58.02,10894.17,20.18,419,14,0.25,,,10.0
20240419145004,0.0,1003.66,29.45,58.32,9648.92,15.57,419,14,0.25,,,10.0
20240419150004,0.0,1003.68,29.16,59.17,7866.08,10.71,419,15,0.25,,,0.0
20240419151004,0.0,1003.67,29.02,59.74,9469.58,15.38,419,15,0.25,,,0.0
20240419152004,0.56,1003.73,28.9,60.06,10927.58,19.09,419,15,0.25,,,0.0
20240419153004,0.82,1003.74,28.74,60.22,12328.92,25.37,419,15,0.25,,,0.0
20240419154004,1.27,1003.72,28.47,61.76,12176.5,25.87,419,15,0.25,,,0.0
20240419155004,0.43,1003.73,28.38,63.27,10389.33,19.28,419,15,0.25,,,0.0
20240419160004,1.46,1003.84,27.98,65.69,8510.08,12.64,419,16,0.25,,,0.0
20240419161004,1.52,1004.02,27.32,67.89,6467.0,7.26,419,16,0.25,,,0.0
20240419162004,0.7,1004.14,26.95,68.9,5052.0,4.24,419,16,0.25,,,0.0
20240419163004,0.52,1004.15,27.05,68.3,6816.17,7.68,419,16,0.25,,,0.0
20240419164004,0.37,1004.24,27.59,67.38,10630.83,20.79,419,16,0.25,,,0.0
20240419165004,0.2,1004.25,27.94,66.54,7177.67,9.29,419,16,0.25,,,0.0
20240421090004,1.98,1004.91,38.57,33.53,46145.01,381.45,421,9,0.25,,,9.0
20240421091004,0.87,1004.93,38.15,35.44,48240.88,404.16,421,9,0.25,,,9.0
20240421092004,1.46,1004.96,37.69,36.21,39924.51,296.95,421,9,0.25,,,9.0
20240421093004,1.32,1004.92,38.09,34.86,48436.74,423.24,421,9,0.25,,,9.0
20240421094004,1.56,1004.88,39.14,32.25,56734.53,542.33,421,9,0.25,,,9.0
20240421095004,1.52,1004.84,39.85,30.44,63699.4,637.92,421,9,0.25,,,9.0
20240421100004,1.15,1004.82,40.82,28.63,67269.25,673.43,421,10,0.25,,,0.0
20240421101004,1.64,1004.78,42.53,25.4,101359.92,921.0,421,10,0.25,,,0.0
20240421102004,1.91,1004.66,45.27,21.96,116625.81,813.67,421,10,0.25,,,0.0
20240421103004,1.71,1004.58,46.56,20.13,112031.92,699.56,421,10,0.25,,,0.0
20240421104004,1.64,1004.57,47.15,18.98,78759.36,463.6,421,10,0.25,,,0.0
20240421105004,1.41,1004.58,46.38,20.22,88857.62,547.88,421,10,0.25,,,0.0
20240421110004,1.66,1004.46,47.04,19.29,110316.44,911.04,421,11,0.25,,,8.0
20240421111004,1.24,1004.18,48.52,17.79,76199.18,539.58,421,11,0.25,,,8.0
20240421112004,1.47,1004.2,46.37,20.24,75501.09,814.54,421,11,0.25,,,8.0
20240421113004,1.44,1004.18,48.57,18.16,117407.81,1166.18,421,11,0.25,,,8.0
20240421114004,1.33,1004.05,50.52,16.12,111488.54,966.67,421,11,0.25,,,8.0
20240421115004,2.05,1003.85,48.93,17.83,117267.83,1023.0,421,11,0.25,,,8.0
20240421120004,1.58,1003.7,49.49,17.24,110472.59,967.0,421,12,0.25,,,0.0
20240421121004,1.41,1003.61,50.59,15.76,102102.92,950.28,421,12,0.25,,,0.0
20240421122004,1.7,1003.45,51.34,15.66,92838.06,915.53,421,12,0.25,,,0.0
20240421123004,1.85,1003.3,50.75,16.82,85611.21,873.33,421,12,0.25,,,0.0
20240421124004,2.26,1003.19,50.12,18.9,64866.81,841.05,421,12,0.25,,,0.0
20240421125004,2.32,1003.0,49.16,19.66,67252.54,947.3,421,12,0.25,,,0.0
20240421130004,2.58,1002.98,49.1,18.76,57926.03,920.28,421,13,0.25,,,0.0
20240421131004,2.38,1002.76,48.77,19.1,51394.75,869.02,421,13,0.25,,,0.0
20240421132004,2.72,1002.8,48.29,19.69,46971.03,1165.03,421,13,0.25,,,0.0
20240421133004,2.5,1002.82,47.56,20.78,43181.24,1436.52,421,13,0.25,,,0.0
20240421134004,2.4,1002.87,47.38,20.96,40696.87,1373.54,421,13,0.25,,,0.0
20240421135004,2.74,1002.82,46.6,21.79,39104.16,1318.84,421,13,0.25,,,0.0
20240421140004,1.99,1002.85,47.31,20.91,38850.16,1222.78,421,14,0.25,,,5.0
20240421141004,2.66,1002.85,46.61,21.77,36365.08,1092.69,421,14,0.25,,,5.0
20240421142004,2.11,1002.85,46.37,22.03,34198.83,962.28,421,14,0.25,,,5.0
20240421143004,2.16,1002.85,46.54,21.57,31507.33,804.65,421,14,0.25,,,5.0
20240421144004,2.25,1002.87,45.73,22.99,30249.75,731.42,421,14,0.25,,,5.0
20240421145004,2.86,1002.91,44.75,24.48,28466.33,627.32,421,14,0.25,,,5.0
20240421150004,2.49,1002.97,43.68,25.56,26948.58,552.54,421,15,0.25,,,0.0
20240421151004,2.47,1003.0,43.74,25.94,24387.83,438.17,421,15,0.25,,,0.0
20240421152004,2.52,1002.93,42.73,29.23,20631.67,284.85,421,15,0.25,,,0.0
20240421153004,3.09,1002.98,40.92,34.32,18503.08,233.24,421,15,0.25,,,0.0
20240421154004,2.66,1003.02,40.96,34.22,14919.5,227.75,421,15,0.25,,,0.0
20240421155004,2.17,1003.11,40.78,34.37,13763.5,166.18,421,15,0.25,,,0.0
20240421160004,2.33,1003.26,39.57,37.0,12046.17,84.78,421,16,0.25,,,0.0
20240421161004,2.2,1003.32,36.0,45.99,8861.58,20.24,421,16,0.25,,,0.0
20240421162004,1.86,1003.41,34.37,50.52,8311.92,23.21,421,16,0.25,,,0.0
20240421163004,2.39,1003.48,34.99,49.27,11443.83,43.13,421,16,0.25,,,0.0
20240421164004,1.8,1003.56,34.34,50.97,12753.29,39.82,421,16,0.25,,,0.0
20240421165004,1.55,1003.62,33.54,53.52,10946.25,24.71,421,16,0.25,,,0.0
20240423090004,1.18,1003.97,35.25,47.67,28640.63,156.9,423,9,0.25,,,9.0
20240423091004,1.31,1003.89,33.63,50.55,28668.33,161.95,423,9,0.25,,,9.0
20240423092004,1.11,1003.88,33.25,52.44,24559.42,108.82,423,9,0.25,,,9.0
20240423093004,0.84,1003.73,32.47,54.66,18428.08,68.62,423,9,0.25,,,9.0
20240423094004,0.43,1003.72,32.03,56.37,19634.08,74.61,423,9,0.25,,,9.0
20240423095004,0.52,1003.48,32.14,56.8,20209.0,83.16,423,9,0.25,,,9.0
20240423100004,1.44,1003.29,32.65,53.82,24173.08,121.69,423,10,0.25,,,0.0
20240423101004,1.07,1003.23,34.15,50.09,40173.43,313.23,423,10,0.25,,,0.0
20240423102004,1.3,1003.19,36.24,44.85,42047.23,341.89,423,10,0.25,,,0.0
20240423103004,0.96,1003.0,37.08,42.29,41476.6,343.51,423,10,0.25,,,0.0
20240423104004,1.17,1003.05,37.17,41.82,34275.96,236.91,423,10,0.25,,,0.0
20240423105004,0.91,1002.93,35.95,43.63,21483.66,92.76,423,10,0.25,,,0.0
20240423110004,1.29,1003.01,34.77,43.45,24802.58,120.63,423,11,0.25,,,9.0
20240423111004,1.12,1002.83,34.22,46.34,21874.67,83.12,423,11,0.25,,,9.0
20240423112004,1.01,1002.73,33.61,47.43,21200.25,89.42,423,11,0.25,,,9.0
20240423113004,0.63,1002.56,35.09,45.11,35208.33,239.41,423,11,0.25,,,9.0
20240423114004,1.04,1002.58,36.17,41.9,27752.5,151.64,423,11,0.25,,,9.0
20240423115004,1.23,1002.59,34.9,44.4,15022.5,43.22,423,11,0.25,,,9.0
20240423120004,0.83,1002.5,33.21,48.96,10265.75,20.13,423,12,0.25,,,0.0
20240423121004,0.74,1002.23,32.39,51.56,10014.5,18.44,423,12,0.25,,,0.0
20240423122004,0.69,1002.02,31.63,53.42,9079.83,16.02,423,12,0.25,,,0.0
20240423123004,0.3,1001.93,31.83,53.87,12435.42,34.41,423,12,0.25,,,0.0
20240423124004,0.5,1001.92,32.35,52.93,20771.92,84.91,423,12,0.25,,,0.0
20240423125004,0.35,1001.86,33.32,49.43,22050.67,85.9,423,12,0.25,,,0.0
20240423130004,0.48,1001.71,33.57,47.87,18430.83,59.23,423,13,0.25,,,0.0
20240423131004,0.0,1001.66,33.25,49.18,14842.92,39.54,423,13,0.25,,,0.0
20240423132004,0.35,1001.71,32.63,50.75,11239.58,23.24,423,13,0.25,,,0.0
20240423133004,0.05,1001.55,32.01,52.63,11180.67,24.56,423,13,0.25,,,0.0
20240423134004,0.1,1001.4,32.55,51.59,18476.58,72.21,423,13,0.25,,,0.0
20240423135004,0.0,1001.49,33.99,48.26,24474.75,126.27,423,13,0.25,,,0.0
20240423140004,0.36,1001.49,34.53,46.77,24576.67,128.27,423,14,0.25,,,10.0
20240423141004,0.34,1001.35,34.82,45.39,27009.75,152.21,423,14,0.25,,,10.0
20240423142004,0.58,1001.14,35.04,44.98,26666.42,146.51,423,14,0.25,,,10.0
20240423143004,0.51,1001.09,35.0,44.5,24243.83,122.56,423,14,0.25,,,10.0
20240423144004,0.51,1000.94,34.63,45.73,21818.58,98.94,423,14,0.25,,,10.0
20240423145004,0.68,1000.93,33.88,48.14,19492.08,80.6,423,14,0.25,,,10.0
20240423150004,0.47,1000.99,33.45,49.46,17867.58,67.34,423,15,0.25,,,0.0
20240423151004,0.24,1000.98,33.82,48.72,20697.67,96.88,423,15,0.25,,,0.0
20240423152004,0.22,1001.18,34.42,47.01,22268.66,108.09,423,15,0.25,,,0.0
20240423153004,0.51,1001.09,34.45,46.41,21536.58,95.85,423,15,0.25,,,0.0
20240423154004,0.33,1001.06,34.01,48.61,18864.08,71.47,423,15,0.25,,,0.0
20240423155004,0.22,1000.94,33.32,50.53,15850.17,51.43,423,15,0.25,,,0.0
20240423160004,0.5,1000.84,32.73,51.88,14273.17,41.51,423,16,0.25,,,0.0
20240423161004,0.56,1000.81,32.08,54.44,12140.5,29.71,423,16,0.25,,,0.0
20240423162004,0.3,1000.65,31.55,56.04,10141.5,20.85,423,16,0.25,,,0.0
20240423163004,0.27,1000.54,30.97,58.05,8064.92,12.53,423,16,0.25,,,0.0
20240423164004,0.14,1000.48,30.4,59.92,5988.25,7.21,423,16,0.25,,,0.0
20240423165004,0.0,1000.56,29.94,61.88,5460.75,6.04,423,16,0.25,,,0.0
20240424090004,0.56,1005.55,24.79,91.69,5201.83,4.34,424,9,0.25,,,10.0
20240424091004,0.75,1005.65,24.52,92.52,5340.08,4.09,424,9,0.25,,,10.0
20240424092004,0.88,1005.66,24.38,93.26,5583.0,4.87,424,9,0.25,,,10.0
20240424093004,0.89,1005.76,24.23,94.17,6392.58,5.68,424,9,0.25,,,10.0
20240424094004,0.43,1005.69,24.51,94.63,12106.58,24.36,424,9,0.25,,,10.0
20240424095004,0.54,1005.7,24.96,94.45,15014.67,41.44,424,9,0.25,,,10.0
20240424100004,0.41,1005.71,25.26,94.09,15594.92,43.68,424,10,0.25,,,0.0
20240424101004,0.78,1005.82,25.4,94.19,14990.0,38.87,424,10,0.25,,,0.0
20240424102004,0.77,1005.74,25.28,93.64,14509.17,35.97,424,10,0.25,,,0.0
20240424103004,0.63,1005.72,25.11,94.09,11918.5,25.87,424,10,0.25,,,0.0
20240424104004,1.04,1005.62,25.52,93.52,20384.92,80.36,424,10,0.25,,,0.0
20240424105004,0.45,1005.61,25.62,92.89,14794.5,45.36,424,10,0.25,,,0.0
20240424110004,0.19,1005.78,25.4,94.14,9138.17,14.99,424,11,0.25,,,10.0
20240424111004,0.33,1005.75,24.95,94.85,4943.75,4.15,424,11,0.25,,,10.0
20240424112004,0.03,1005.67,24.81,95.31,4737.66,3.84,424,11,0.25,,,10.0
20240424113004,0.28,1005.78,24.67,95.55,3193.67,1.72,424,11,0.25,,,10.0
20240424114004,1.8,1005.7,24.38,94.96,5248.08,4.14,424,11,0.25,,,10.0
20240424115004,1.65,1005.63,24.14,94.76,4575.92,3.45,424,11,0.25,,,10.0
20240424120004,2.37,1005.75,23.72,94.86,3847.42,2.08,424,12,0.25,,,0.0
20240424121004,2.64,1005.85,23.35,94.59,6615.17,6.7,424,12,0.25,,,0.0
20240424122004,2.54,1005.84,23.06,94.57,5787.25,5.45,424,12,0.25,,,0.0
20240424123004,1.93,1005.74,22.89,94.92,4985.25,4.25,424,12,0.25,,,0.0
20240424124004,2.11,1005.68,22.84,95.06,4965.58,3.94,424,12,0.25,,,0.0
20240424125004,2.22,1005.64,22.82,94.62,7525.67,9.08,424,12,0.25,,,0.0
20240424130004,2.65,1005.59,22.74,94.24,6974.75,8.16,424,13,0.25,,,0.0
20240424131004,2.43,1005.45,22.54,94.37,6302.08,6.29,424,13,0.25,,,0.0
20240424132004,1.95,1005.48,22.38,94.72,4735.5,3.4,424,13,0.25,,,0.0
20240424133004,2.02,1005.45,22.16,94.73,3896.25,2.42,424,13,0.25,,,0.0
20240424134004,1.55,1005.54,22.14,94.88,4142.83,2.85,424,13,0.25,,,0.0
20240424135004,0.65,1005.58,22.14,95.21,4247.92,2.9,424,13,0.25,,,0.0
20240424140004,0.52,1005.6,22.21,95.25,4867.92,3.63,424,14,0.25,,,10.0
20240424141004,0.24,1005.68,22.44,95.49,4631.17,3.81,424,14,0.25,,,10.0
20240424142004,0.4,1005.52,23.02,94.93,11911.17,27.24,424,14,0.25,,,10.0
20240424143004,0.04,1005.42,23.39,93.89,12822.17,29.94,424,14,0.25,,,10.0
20240424144004,0.06,1005.25,24.4,93.01,19049.58,68.86,424,14,0.25,,,10.0
20240424145004,0.24,1005.19,24.06,92.72,10530.58,22.99,424,14,0.25,,,10.0
20240424150004,0.31,1005.27,23.33,93.52,3695.25,3.12,424,15,0.25,,,0.0
20240424151004,1.28,1005.16,22.68,93.81,3253.58,1.92,424,15,0.25,,,0.0
20240424152004,1.01,1005.1,22.53,94.4,5957.25,5.93,424,15,0.25,,,0.0
20240424153004,1.66,1005.0,22.74,93.04,12254.58,25.49,424,15,0.25,,,0.0
20240424154004,1.25,1004.99,22.91,92.68,12620.08,26.7,424,15,0.25,,,0.0
20240424155004,1.7,1004.87,22.86,92.31,8656.17,14.7,424,15,0.25,,,0.0
20240424160004,1.51,1004.97,22.42,93.73,3120.75,1.78,424,16,0.25,,,0.0
20240424161004,1.15,1004.97,22.13,93.87,3345.92,1.99,424,16,0.25,,,0.0
20240424162004,0.82,1005.19,22.03,94.27,2474.08,1.14,424,16,0.25,,,0.0
20240424163004,1.37,1005.43,21.83,94.5,1932.67,0.68,424,16,0.25,,,0.0
20240424164004,0.78,1005.59,21.68,94.74,1937.67,0.74,424,16,0.25,,,0.0
20240424165004,0.64,1005.55,21.64,95.17,2478.0,1.19,424,16,0.25,,,0.0
20240426090004,1.14,1001.62,34.91,48.0,37620.16,253.07,426,9,0.25,,,10.0
20240426091004,0.3,1001.6,34.25,49.8,31657.33,184.1,426,9,0.25,,,10.0
20240426092004,0.75,1001.58,33.36,50.93,31146.58,179.44,426,9,0.25,,,10.0
20240426093004,0.71,1001.57,33.34,50.91,35719.58,240.22,426,9,0.25,,,10.0
20240426094004,0.83,1001.54,34.23,48.88,43087.01,352.04,426,9,0.25,,,10.0
20240426095004,1.38,1001.34,36.39,42.07,67184.97,705.1,426,9,0.25,,,10.0
20240426100004,1.89,1001.33,36.92,39.78,64116.45,676.76,426,10,0.25,,,0.0
20240426101004,1.92,1001.19,35.71,42.01,44199.27,357.94,426,10,0.25,,,0.0
20240426102004,1.46,1001.19,35.21,43.66,39159.32,295.52,426,10,0.25,,,0.0
20240426103004,1.19,1001.24,35.33,43.8,44869.94,368.63,426,10,0.25,,,0.0
20240426104004,1.59,1001.17,35.0,44.44,35483.65,234.83,426,10,0.25,,,0.0
20240426105004,0.55,1001.21,34.51,45.92,32434.83,195.52,426,10,0.25,,,0.0
20240426110004,0.77,1001.27,34.26,46.35,26235.17,127.45,426,11,0.25,,,10.0
20240426111004,0.35,1001.24,33.33,48.9,20430.5,75.65,426,11,0.25,,,10.0
20240426112004,0.36,1001.32,32.27,52.0,17351.33,54.14,426,11,0.25,,,10.0
20240426113004,0.3,1001.55,31.84,55.6,17797.34,57.44,426,11,0.25,,,10.0
20240426114004,0.93,1001.33,30.11,64.92,17956.17,56.15,426,11,0.25,,,10.0
20240426115004,0.72,1000.76,28.81,69.65,14603.25,39.64,426,11,0.25,,,10.0
20240426120004,0.81,1000.74,27.48,76.34,16597.0,51.53,426,12,0.25,,,0.0
20240426121004,0.0,1001.11,27.65,81.64,19619.25,74.78,426,12,0.25,,,0.0
20240426122004,0.06,1001.2,27.88,78.81,18272.67,63.5,426,12,0.25,,,0.0
20240426123004,0.64,1001.2,27.75,76.54,18730.75,64.66,426,12,0.25,,,0.0
20240426124004,1.12,1000.86,27.89,73.64,18064.33,57.79,426,12,0.25,,,0.0
20240426125004,0.58,1000.79,28.13,71.98,17321.0,53.47,426,12,0.25,,,0.0
20240426130004,0.42,1000.59,27.98,73.23,17810.75,59.19,426,13,0.25,,,0.0
20240426131004,0.82,1000.38,28.28,73.65,19099.33,65.8,426,13,0.25,,,0.0
20240426132004,0.13,1000.48,28.24,76.16,17872.16,58.15,426,13,0.25,,,0.0
20240426133004,0.28,1000.35,28.3,74.68,19075.58,67.49,426,13,0.25,,,0.0
20240426134004,0.92,1000.35,28.51,72.22,16567.33,50.08,426,13,0.25,,,0.0
20240426135004,0.27,1000.5,28.42,71.99,13085.25,30.31,426,13,0.25,,,0.0
20240426140004,0.22,1000.76,28.3,72.87,10477.75,19.13,426,14,0.25,,,10.0
20240426141004,1.76,1001.24,27.28,75.91,11354.83,22.11,426,14,0.25,,,10.0
20240426142004,2.16,1001.17,26.19,81.44,9544.75,15.92,426,14,0.25,,,10.0
20240426143004,1.16,1000.94,25.44,84.92,8169.58,14.13,426,14,0.25,,,10.0
20240426144004,1.46,1000.6,25.59,85.11,10534.08,22.98,426,14,0.25,,,10.0
20240426145004,1.3,1000.04,25.98,82.61,15240.33,45.37,426,14,0.25,,,10.0
20240426150004,0.76,999.66,26.51,81.56,13352.25,32.5,426,15,0.25,,,0.0
20240426151004,0.85,999.54,26.97,80.8,13724.75,36.05,426,15,0.25,,,0.0
20240426152004,1.25,999.04,26.94,80.61,9884.25,17.66,426,15,0.25,,,0.0
20240426153004,1.49,999.13,26.48,82.31,6904.92,8.79,426,15,0.25,,,0.0
20240426154004,2.5,999.69,26.06,82.72,6760.08,9.15,426,15,0.25,,,0.0
20240426155004,2.7,999.62,25.88,81.9,9233.75,16.61,426,15,0.25,,,0.0
20240426160004,2.22,999.36,26.08,81.47,8763.42,14.61,426,16,0.25,,,0.0
20240426161004,2.25,998.7,26.06,82.03,7379.58,10.9,426,16,0.25,,,0.0
20240426162004,1.43,999.17,26.37,81.67,6275.17,9.51,426,16,0.25,,,0.0
20240426163004,1.1,999.31,26.92,79.25,5676.58,8.85,426,16,0.25,,,0.0
20240426164004,0.65,999.16,27.24,77.51,5477.5,8.37,426,16,0.25,,,0.0
20240426165004,0.43,999.2,27.73,77.09,5630.42,8.17,426,16,0.25,,,0.0
20240428090004,1.83,1005.91,31.63,59.72,40505.92,291.01,428,9,0.25,,,10.0
20240428091004,1.48,1005.98,34.03,53.63,59440.8,376.85,428,9,0.25,,,10.0
20240428092004,0.87,1005.98,35.13,49.81,32927.92,215.6,428,9,0.25,,,10.0
20240428093004,0.72,1006.11,33.13,53.76,15335.5,44.12,428,9,0.25,,,10.0
20240428094004,0.98,1006.14,31.28,58.6,11785.5,23.94,428,9,0.25,,,10.0
20240428095004,0.76,1006.0,30.1,63.83,10946.17,22.99,428,9,0.25,,,10.0
20240428100004,0.3,1005.79,30.02,64.35,16023.92,41.67,428,10,0.25,,,0.0
20240428101004,0.51,1005.75,30.36,63.55,23715.42,122.56,428,10,0.25,,,0.0
20240428102004,0.76,1005.7,33.59,54.81,53244.46,504.58,428,10,0.25,,,0.0
20240428103004,1.16,1005.73,36.77,44.73,58857.71,602.95,428,10,0.25,,,0.0
20240428104004,1.65,1005.46,39.93,36.4,96613.47,663.35,428,10,0.25,,,0.0
20240428105004,1.6,1005.3,41.3,32.48,66189.86,297.91,428,10,0.25,,,0.0
