Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW),MonthDate,Hour,Season_weight,Sunlight_time(h),UV,Cloud
20240302152012 ,0.1,1016.24,15.97,83.59,2373,1.45,0302,15,0.25,,,
20240302153012 ,0.04,1016.3,15.9,83.62,2303.16,1.31,0302,15,0.25,,,
20240302154012 ,0,1016.32,15.84,85.44,2039.92,1.05,0302,15,0.25,,,
20240302155012 ,0,1016.15,15.9,85.23,2330.33,1.37,0302,15,0.25,,,
20240302160012 ,0,1016.17,15.96,85.5,1872.67,0.93,0302,16,0.25,,,
20240302161012 ,0,1016.23,15.97,86.36,1625.83,0.69,0302,16,0.25,,,
20240302162012 ,0,1016.31,15.96,85.05,1731,0.8,0302,16,0.25,,,
20240302163012 ,0,1016.49,15.92,84.92,1676.92,0.76,0302,16,0.25,,,
20240302164012 ,0,1016.4,16.06,87.2,2010.42,1.06,0302,16,0.25,,,
20240302165012 ,0,1016.48,16.12,86.73,1304.92,0.47,0302,16,0.25,,,
20240304090012 ,0.38,1014.72,18.57,78.26,4375.25,3.58,0304,9,0.25,,,
20240304091012 ,0.84,1014.62,18.96,76.19,4602.67,4.05,0304,9,0.25,,,
20240304092012 ,1.09,1014.59,19.4,73.29,4854.42,4.7,0304,9,0.25,,,
20240304093012 ,1.2,1014.56,19.88,70.47,5111.42,5.38,0304,9,0.25,,,
20240304094012 ,1.16,1014.44,20.23,68.62,5374.42,5.99,0304,9,0.25,,,
20240304095012 ,1.05,1014.36,20.63,67.51,5621.08,6.7,0304,9,0.25,,,
20240304100012 ,0.51,1014.2,20.94,67.6,5869.17,7.48,0304,10,0.25,,,
20240304101012 ,0.99,1014.02,21.25,64.68,6120.25,8.06,0304,10,0.25,,,
20240304102012 ,0.51,1013.9,21.58,64.4,6351.17,8.8,0304,10,0.25,,,
20240304103012 ,0.99,1013.85,21.89,62.39,6560.5,9.36,0304,10,0.25,,,
20240304104012 ,0.5,1013.62,22.23,62.25,6791,10.14,0304,10,0.25,,,
20240304105012 ,0.48,1013.37,22.58,62.32,7077.33,10.85,0304,10,0.25,,,
20240304110012 ,0.16,1013.23,22.9,63.37,7419.92,12.04,0304,11,0.25,,,
20240304111012 ,0.03,1013.11,23.1,62.66,7812.33,13.32,0304,11,0.25,,,
20240304112012 ,0.07,1012.92,23.41,62.64,8315.5,15.29,0304,11,0.25,,,
20240304113012 ,0.02,1012.59,23.61,62.65,8882.33,17.7,0304,11,0.25,,,
20240304114012 ,0.57,1012.25,24.01,62.11,9352.75,20.03,0304,11,0.25,,,
20240304115012 ,0.02,1012.05,24.43,60.41,9869.92,23.14,0304,11,0.25,,,
20240304120012 ,0.6,1011.86,26.16,53.6,19913,455.08,0304,12,0.25,,,
20240304121012 ,0.84,1011.54,35.65,35.52,33511.91,1085.22,0304,12,0.25,,,
20240304122012 ,0.37,1011.2,40.29,29.81,34950.33,1173.98,0304,12,0.25,,,
20240304123012 ,0.04,1010.89,43.88,25.46,37159.08,1234.05,0304,12,0.25,,,
20240304124012 ,0.13,1010.63,44.48,22.43,40304.77,1284.3,0304,12,0.25,,,
20240304125012 ,0.11,1010.39,45.08,21.91,45504.78,1343.18,0304,12,0.25,,,
20240304130012 ,0.07,1010.15,45.95,21.6,52069.12,1388.34,0304,13,0.25,,,
20240304131012 ,0.02,1009.89,46.45,20.38,58401.49,1407.93,0304,13,0.25,,,
20240304132012 ,0.02,1009.72,46.69,21.23,65432.12,1455.04,0304,13,0.25,,,
20240304133012 ,0.07,1009.42,46.26,21.32,70806.94,1443.05,0304,13,0.25,,,
20240304134012 ,0.08,1009.23,46.56,20.12,76581.02,1443.54,0304,13,0.25,,,
20240304135012 ,0.19,1009.04,45.4,20.8,73124.51,1286.78,0304,13,0.25,,,
20240304140012 ,0.19,1008.87,43.83,22.33,80440.16,1351.24,0304,14,0.25,,,
20240304141012 ,0.09,1008.7,45.73,20.62,87924.51,1436.96,0304,14,0.25,,,
20240304142012 ,0.2,1008.58,45.77,20.55,87491.82,1365.31,0304,14,0.25,,,
20240304143012 ,0.22,1008.42,43.69,23.02,51827.58,579.26,0304,14,0.25,,,
20240304144012 ,0.09,1008.25,43.88,22.74,85489.56,1239.97,0304,14,0.25,,,
20240304145012 ,0.03,1008.13,41.04,25.35,45884.93,220.91,0304,14,0.25,,,
20240304150012 ,0.07,1008.06,37.85,29.16,33210.98,150.95,0304,15,0.25,,,
20240304151012 ,0.05,1007.97,35.08,32.64,33752.95,148.59,0304,15,0.25,,,
20240304152012 ,0,1007.93,36.65,31.37,58344.51,366.92,0304,15,0.25,,,
20240304153012 ,0.03,1008.01,39.33,27.49,64823.52,829.35,0304,15,0.25,,,
20240304154012 ,0.04,1008.13,41.19,24.7,54193.22,628.95,0304,15,0.25,,,
20240304155012 ,0.08,1008.18,40.6,25.18,45854.41,478.02,0304,15,0.25,,,
20240304160012 ,0.03,1008.17,40.43,25.4,41588.62,423.05,0304,16,0.25,,,
20240304161012 ,0,1008.2,37.4,29.5,20462.02,140.53,0304,16,0.25,,,
20240304162012 ,0,1008.22,32.71,36.93,14714,57.45,0304,16,0.25,,,
20240304163012 ,0,1008.15,31.48,39.4,9805.5,21.34,0304,16,0.25,,,
20240304164012 ,0.03,1008.48,28.99,44.62,3571.5,2.96,0304,16,0.25,,,
20240304165012 ,0,1008.63,27.65,48.24,2412.75,1.52,0304,16,0.25,,,
20240307090012 ,0.04,1016.48,17.16,93.07,3710.58,3.35,0307,9,0.25,,,
20240307091012 ,0.12,1016.47,17.17,92.32,4351.5,4.68,0307,9,0.25,,,
20240307092012 ,0,1016.5,17.18,92.14,3949.34,3.66,0307,9,0.25,,,
20240307093012 ,0,1016.24,17.49,92.22,5586.17,7.82,0307,9,0.25,,,
20240307094012 ,0,1016.4,17.41,91.71,3922.08,3.48,0307,9,0.25,,,
20240307095012 ,0.13,1016.43,17.43,92.19,4070,3.78,0307,9,0.25,,,
20240307100012 ,0.09,1016.42,17.45,91.83,5603.5,7.48,0307,10,0.25,,,
20240307101012 ,0,1016.41,17.6,91.67,4853.42,5.42,0307,10,0.25,,,
20240307102012 ,0.07,1016.27,17.76,91.67,5223.33,6.1,0307,10,0.25,,,
20240307103012 ,0.1,1016.3,17.7,91.62,5353.5,5.29,0307,10,0.25,,,
20240307104012 ,0.16,1016.2,17.7,91.42,5716,6.87,0307,10,0.25,,,
20240307105012 ,0.04,1016.18,17.85,92.13,4633.67,4.78,0307,10,0.25,,,
20240307110012 ,0,1016.12,17.98,92.35,5596.67,6.98,0307,11,0.25,,,
20240307111012 ,0,1016.07,18.18,90.06,6299.08,9.09,0307,11,0.25,,,
20240307112012 ,0,1015.9,18.12,88.8,7264.42,12.57,0307,11,0.25,,,
20240307113012 ,0,1015.62,18.32,88.41,7148.83,11.63,0307,11,0.25,,,
20240307114012 ,0,1015.5,18.5,85.68,8145.58,15.35,0307,11,0.25,,,
20240307115012 ,0,1015.42,18.87,88.54,9333.17,19.76,0307,11,0.25,,,
20240307120012 ,0,1015.41,19.05,88.3,5966.25,8.63,0307,12,0.25,,,
20240307121012 ,0,1015.49,18.54,86.65,5291.75,6.24,0307,12,0.25,,,
20240307122012 ,0,1015.2,18.63,87.9,7075.25,12.02,0307,12,0.25,,,
20240307123012 ,0,1014.93,18.94,88.75,8160.08,16.93,0307,12,0.25,,,
20240307124012 ,0,1014.75,18.74,89.08,5201.92,7.16,0307,12,0.25,,,
20240307125012 ,0.02,1014.67,18.69,86.62,4326.33,4.48,0307,12,0.25,,,
20240307130012 ,0.03,1014.44,18.56,85.49,7668.67,13.47,0307,13,0.25,,,
20240307131012 ,0,1014.29,19.18,86.73,7678.92,14.13,0307,13,0.25,,,
20240307132012 ,0,1014.19,19.09,87.72,4921.42,5.36,0307,13,0.25,,,
20240307133012 ,0.03,1014.22,18.88,86.59,4972.92,5.66,0307,13,0.25,,,
20240307134012 ,0.14,1014.15,18.73,85.49,5932.5,8.14,0307,13,0.25,,,
20240307135012 ,0.27,1013.87,18.81,84.34,6869.58,10.83,0307,13,0.25,,,
20240307140012 ,0.11,1013.88,18.53,85.58,4242.08,4.04,0307,14,0.25,,,
20240307141012 ,0,1013.92,18.63,88.52,3051.92,2.15,0307,14,0.25,,,
20240307142012 ,0,1013.7,18.57,87.85,2767.92,1.75,0307,14,0.25,,,
20240307143012 ,0,1013.73,18.45,89.74,1680.42,0.58,0307,14,0.25,,,
20240307144012 ,0,1013.71,18.3,90.93,1151,0.26,0307,14,0.25,,,
20240307145012 ,0,1013.72,18.06,92.02,1264.5,0.35,0307,14,0.25,,,
20240307150012 ,0,1013.75,17.7,92.82,1922.5,0.66,0307,15,0.25,,,
20240307151012 ,0.03,1013.83,17.38,93.42,1549.58,0.51,0307,15,0.25,,,
20240307152012 ,0.03,1013.85,17.21,93.07,1710.25,0.63,0307,15,0.25,,,
20240307153012 ,0.04,1013.81,17.12,93.89,2640.58,1.62,0307,15,0.25,,,
20240307154012 ,0.07,1013.93,16.91,95.1,1577.92,0.53,0307,15,0.25,,,
20240307155012 ,0.02,1014.04,16.81,95.44,1188.33,0.32,0307,15,0.25,,,
20240307160012 ,0.07,1014.11,16.76,95.39,1344.08,0.42,0307,16,0.25,,,
20240307161012 ,0.05,1014.21,16.77,94.98,2391.5,1.52,0307,16,0.25,,,
20240307162012 ,0,1014.25,16.97,95.01,2888.75,1.92,0307,16,0.25,,,
20240307163012 ,0,1014.32,16.97,94.65,2058.33,0.7,0307,16,0.25,,,
20240307164012 ,0,1014.4,16.9,95.01,1033.58,0.18,0307,16,0.25,,,
20240307165012 ,0,1014.53,17.02,95.43,1004.42,0.18,0307,16,0.25,,,
20240309090012 ,0.34,1022.7,17.77,63.39,9048.67,22.49,0309,9,0.25,,,
20240309091012 ,0.23,1022.58,17.99,62.51,7474.25,14.92,0309,9,0.25,,,
20240309092012 ,0,1022.46,18.13,63.3,6924.25,11.72,0309,9,0.25,,,
20240309093012 ,0,1022.48,18.51,62,9725.17,23.52,0309,9,0.25,,,
20240309094012 ,0.23,1022.44,18.7,57.05,8115.75,15.75,0309,9,0.25,,,
20240309095012 ,0.04,1022.34,18.76,55.51,9967.33,24.69,0309,9,0.25,,,
20240309100012 ,0.04,1022.18,19.22,56,10597.33,30.7,0309,10,0.25,,,
20240309101012 ,0.2,1022.12,19.71,53.24,11446.75,33.4,0309,10,0.25,,,
20240309102012 ,0.22,1021.98,19.82,54.43,13369.08,43.91,0309,10,0.25,,,
20240309103012 ,0,1021.87,20.58,54.31,12681.33,38.31,0309,10,0.25,,,
20240309104012 ,0,1021.83,20.67,51.17,11291.58,31.66,0309,10,0.25,,,
20240309105012 ,0.17,1021.63,20.61,47.31,14092.08,54.37,0309,10,0.25,,,
20240309110012 ,0.36,1021.51,21,46.09,14379.08,55.81,0309,11,0.25,,,
20240309111012 ,0.06,1021.41,21.17,44.97,14550.83,61.47,0309,11,0.25,,,
20240309112012 ,0.37,1021.29,21.33,43.95,17035.25,82.36,0309,11,0.25,,,
20240309113012 ,0.39,1021.08,21.62,42.94,15008.5,60.05,0309,11,0.25,,,
20240309114012 ,0.18,1021.02,21.3,44.49,14113.08,43.62,0309,11,0.25,,,
20240309115012 ,0.19,1021.04,21.33,42.74,13626.5,39.66,0309,11,0.25,,,
20240309120012 ,0.42,1021.01,20.72,46.2,14073.67,45.72,0309,12,0.25,,,
20240309121012 ,0.24,1020.98,20.71,47.56,14646.08,52.47,0309,12,0.25,,,
20240309122012 ,0.46,1020.74,21.68,44.63,20807.25,134.2,0309,12,0.25,,,
20240309123012 ,0.34,1020.63,21.96,44.64,15115.08,54.14,0309,12,0.25,,,
20240309124012 ,0.55,1020.41,20.99,45.57,9446.75,24.57,0309,12,0.25,,,
20240309125012 ,0.29,1020.43,19.93,48.83,6576,11.24,0309,12,0.25,,,
20240309130012 ,0.43,1020.35,19.22,49.58,5253.92,6.78,0309,13,0.25,,,
20240309131012 ,0.2,1020.21,19.04,51.12,4554.58,5.21,0309,13,0.25,,,
20240309132012 ,0.05,1019.98,18.92,51.95,4334.67,4.72,0309,13,0.25,,,
20240309133012 ,0.15,1019.85,18.69,52.57,3363.92,2.87,0309,13,0.25,,,
20240309134012 ,0.04,1019.85,18.39,52.62,2359.58,1.39,0309,13,0.25,,,
20240309135012 ,0.14,1019.8,18.2,52.42,2902.92,2.04,0309,13,0.25,,,
20240309140012 ,0.06,1019.68,18.29,54.96,3712.42,3.23,0309,14,0.25,,,
20240309141012 ,0.05,1019.6,18.62,54.26,5540.33,7.09,0309,14,0.25,,,
20240309142012 ,0.14,1019.61,18.81,52.97,5225,6.59,0309,14,0.25,,,
20240309143012 ,0.21,1019.66,18.8,52.09,4502.33,4.89,0309,14,0.25,,,
20240309144012 ,0.57,1019.67,18.49,51.64,4472.5,4.85,0309,14,0.25,,,
20240309145012 ,0.14,1019.73,18.59,53.45,4865.08,5.9,0309,14,0.25,,,
20240309150012 ,0.53,1019.63,18.5,52.17,3038.17,2.28,0309,15,0.25,,,
20240309151012 ,0.23,1019.62,18.19,54.05,3172.08,2.41,0309,15,0.25,,,
20240309152012 ,0.48,1019.7,18.3,53.16,4674.83,5.44,0309,15,0.25,,,
20240309153012 ,0.07,1019.61,18.64,53.16,5202.17,7.06,0309,15,0.25,,,
20240309154012 ,0.37,1019.65,18.62,52.1,3731.92,3.65,0309,15,0.25,,,
20240309155012 ,0.17,1019.61,18.49,52.46,4577.83,5.42,0309,15,0.25,,,
20240309160012 ,0.1,1019.7,18.6,52.58,4008.58,4.12,0309,16,0.25,,,
20240309161012 ,0.03,1019.66,18.58,53.24,3663.83,3.52,0309,16,0.25,,,
20240309162012 ,0,1019.62,18.56,53.31,4064.67,4.28,0309,16,0.25,,,
20240309163012 ,0,1019.57,18.46,54.38,2276.58,1.29,0309,16,0.25,,,
20240309164012 ,0,1019.5,18.16,54.56,1561.33,0.61,0309,16,0.25,,,
20240309165012 ,0.11,1019.52,17.94,55.61,763.25,0.16,0309,16,0.25,,,
20240311090012 ,0.78,1017.66,20.05,70.75,9130.17,19.76,0311,9,0.25,,,
20240311091012 ,0.97,1017.58,20.39,68.86,10094.83,24.47,0311,9,0.25,,,
20240311092012 ,0.45,1017.45,20.93,67.69,10597.33,28.11,0311,9,0.25,,,
20240311093012 ,0.95,1017.23,21.43,65.12,11792.42,35.07,0311,9,0.25,,,
20240311094012 ,1.22,1017.16,21.41,63.58,8549.33,17.89,0311,9,0.25,,,
20240311095012 ,1.44,1017.05,21.9,62.06,11715.33,36.19,0311,9,0.25,,,
20240311100012 ,1.41,1017,22.44,59.74,13393.5,48.95,0311,10,0.25,,,
20240311101012 ,0.65,1016.77,23.09,58.83,13191.17,45.96,0311,10,0.25,,,
20240311102012 ,0.63,1016.64,23.48,57.17,10478.58,31.11,0311,10,0.25,,,
20240311103012 ,1.2,1016.41,23.34,56.98,10946.08,35.56,0311,10,0.25,,,
20240311104012 ,1.19,1016.32,23.76,55.41,14698.67,59.43,0311,10,0.25,,,
20240311105012 ,1.05,1016.27,24.56,53.3,15845.17,66.68,0311,10,0.25,,,
20240311110012 ,0.66,1016.14,24.72,53.01,17776.42,79.49,0311,11,0.25,,,
20240311111012 ,0.95,1015.9,25.1,51.87,16500.5,66.65,0311,11,0.25,,,
20240311112012 ,0.97,1015.72,23.97,54.72,9230.58,19.33,0311,11,0.25,,,
20240311113012 ,0.64,1015.46,23.43,57.01,9263.58,19.46,0311,11,0.25,,,
20240311114012 ,1.02,1015.29,23.26,57.64,8882.25,17.66,0311,11,0.25,,,
20240311115012 ,1.21,1015.19,23.07,57.63,7780.67,13.45,0311,11,0.25,,,
20240311120012 ,0.7,1014.96,22.85,58.47,6550.67,9.31,0311,12,0.25,,,
20240311121012 ,0.82,1014.81,22.53,59.19,4777.25,5.38,0311,12,0.25,,,
20240311122012 ,0.83,1014.77,22.29,60.73,4383.5,4.76,0311,12,0.25,,,
20240311123012 ,0.45,1014.6,22.39,60.74,7347.17,11.38,0311,12,0.25,,,
20240311124012 ,0.49,1014.32,22.46,62.7,7124.25,10.73,0311,12,0.25,,,
20240311125012 ,0.45,1014.07,22.32,63.38,10057.41,21.4,0311,12,0.25,,,
20240311130012 ,0.23,1013.84,23.26,60.78,13481.58,38.57,0311,13,0.25,,,
20240311131012 ,0.44,1013.65,24.55,56.53,20345.67,113.79,0311,13,0.25,,,
20240311132012 ,0.55,1013.57,27.46,47.85,30640.9,249.56,0311,13,0.25,,,
20240311133012 ,0.44,1013.49,30.76,40.84,34992.35,447.41,0311,13,0.25,,,
20240311134012 ,0.1,1013.34,28.74,44.29,11384.5,41.49,0311,13,0.25,,,
20240311135012 ,0,1013.18,26.24,49.56,9146.83,20.91,0311,13,0.25,,,
20240311140012 ,0.19,1013.08,24.66,55.49,8132.92,14.53,0311,14,0.25,,,
20240311141012 ,0.02,1013.03,23.06,64.72,5714,7.57,0311,14,0.25,,,
20240311142012 ,0,1012.94,22.18,71.27,4116.42,4.08,0311,14,0.25,,,
20240311143012 ,0,1012.82,21.86,73.76,5308.33,7.22,0311,14,0.25,,,
20240311144012 ,0,1012.69,21.79,75.43,3361,2.74,0311,14,0.25,,,
20240311145012 ,0,1012.74,21.65,76.12,2930.5,1.96,0311,14,0.25,,,
20240311150012 ,0,1012.7,21.53,75.44,2327.33,1.19,0311,15,0.25,,,
20240311151012 ,0,1012.72,21.44,75.56,2261.67,1.2,0311,15,0.25,,,
20240311152012 ,0,1012.7,21.29,76.09,2102.17,1.1,0311,15,0.25,,,
20240311153012 ,0,1012.75,20.7,78.5,1736.25,0.69,0311,15,0.25,,,
20240311154012 ,0.02,1012.7,20.36,81.7,2635.33,1.64,0311,15,0.25,,,
20240311155012 ,0,1012.71,20.18,83.21,2064.17,1.02,0311,15,0.25,,,
20240311160012 ,0.11,1012.68,20.21,81.69,2393.67,1.45,0311,16,0.25,,,
20240311161012 ,0.19,1012.75,20.1,82.19,1894.83,0.86,0311,16,0.25,,,
20240311162012 ,0.22,1012.7,20.06,81.49,1595.33,0.67,0311,16,0.25,,,
20240311163012 ,0.56,1012.72,20.01,80.78,1140.33,0.33,0311,16,0.25,,,
20240311164012 ,0.51,1012.7,19.88,81.03,1102.83,0.32,0311,16,0.25,,,
20240311165012 ,0.2,1012.78,19.64,82.7,604.25,0.1,0311,16,0.25,,,
20240312090012 ,0.54,1017.04,18.75,84.15,5818.25,7.94,0312,9,0.25,,,
20240312091012 ,0.25,1017.1,18.99,82.26,7403.75,12.94,0312,9,0.25,,,
20240312092012 ,0.28,1017.13,19.38,80.9,8184.75,16.28,0312,9,0.25,,,
20240312093012 ,0.23,1017.22,19.63,79.08,8213.08,16.03,0312,9,0.25,,,
20240312094012 ,0.09,1017.41,19.78,77.85,8449.08,16.49,0312,9,0.25,,,
20240312095012 ,0.15,1017.49,19.97,75.55,9279.58,21.07,0312,9,0.25,,,
20240312100012 ,0.68,1017.59,20.35,73.09,11307.08,32.05,0312,10,0.25,,,
20240312101012 ,0.77,1017.51,20.47,73.47,10351.5,28.97,0312,10,0.25,,,
20240312102012 ,0.85,1017.57,21.05,71.11,14589.17,55.34,0312,10,0.25,,,
20240312103012 ,0.34,1017.54,21.85,68.29,14979.25,60.24,0312,10,0.25,,,
20240312104012 ,0.75,1017.66,22.19,64.1,16363.75,64.58,0312,10,0.25,,,
20240312105012 ,0.89,1017.72,22.18,62.73,15856.33,60.53,0312,10,0.25,,,
20240312110012 ,0.41,1017.69,22.39,62.46,16841.17,69.61,0312,11,0.25,,,
20240312111012 ,0.74,1017.6,22.74,61.24,16628,66.39,0312,11,0.25,,,
20240312112012 ,0.81,1017.56,22.88,60.72,17020.33,69.99,0312,11,0.25,,,
20240312113012 ,0.84,1017.48,22.54,60.93,15935.67,62.52,0312,11,0.25,,,
20240312114012 ,0.92,1017.35,22.44,60.76,14500.58,51.65,0312,11,0.25,,,
20240312115012 ,1.16,1017.34,21.91,61.52,11051.17,29.8,0312,11,0.25,,,
20240312120012 ,0.56,1017.27,21.7,62.86,9990.83,24.34,0312,12,0.25,,,
20240312121012 ,0.64,1017.15,22.02,61.46,10829,28.39,0312,12,0.25,,,
20240312122012 ,0.51,1017.11,21.8,60.66,9206,20.17,0312,12,0.25,,,
20240312123012 ,0.29,1017.01,21.88,59.83,9604.5,22.66,0312,12,0.25,,,
20240312124012 ,0.16,1016.86,21.87,60.89,8778.25,18.85,0312,12,0.25,,,
20240312125012 ,0.05,1016.8,21.87,61.63,7464.83,13.55,0312,12,0.25,,,
20240312130012 ,0,1016.73,21.89,62.04,7432.5,13.59,0312,13,0.25,,,
20240312131012 ,0.05,1016.61,21.99,61.47,7029.5,12.11,0312,13,0.25,,,
20240312132012 ,0.03,1016.56,21.78,61.08,6556.5,10.72,0312,13,0.25,,,
20240312133012 ,0,1016.51,21.76,62.36,5970.75,8.72,0312,13,0.25,,,
20240312134012 ,0,1016.5,21.68,62.94,5454,7.44,0312,13,0.25,,,
20240312135012 ,0.03,1016.5,21.73,63.74,5392.5,7.16,0312,13,0.25,,,
20240312140012 ,0.1,1016.55,21.63,61.16,6167,9.77,0312,14,0.25,,,
20240312141012 ,0.51,1016.56,21.64,60.32,7619.33,15.48,0312,14,0.25,,,
20240312142012 ,0.77,1016.61,21.46,58.74,7794.42,15.19,0312,14,0.25,,,
20240312143012 ,0.68,1016.63,21.52,58.85,8315.5,17.32,0312,14,0.25,,,
20240312144012 ,0.5,1016.62,21.8,56.96,8344.42,16.82,0312,14,0.25,,,
20240312145012 ,0.35,1016.62,21.97,57.33,8554.58,17.54,0312,14,0.25,,,
20240312150012 ,0.24,1016.64,22.21,56.22,7337.83,12.94,0312,15,0.25,,,
20240312151012 ,0,1016.6,22.05,58.19,5277.92,6.79,0312,15,0.25,,,
20240312152012 ,0.09,1016.68,21.93,58.32,5915.17,9.21,0312,15,0.25,,,
20240312153012 ,0.25,1016.76,21.89,54.77,5110.33,6.4,0312,15,0.25,,,
20240312154012 ,0.15,1016.75,22.54,53.19,15809.33,55.86,0312,15,0.25,,,
20240312155012 ,0.12,1016.75,23.52,50.39,10009.42,22.62,0312,15,0.25,,,
20240312160012 ,0.06,1016.84,22.6,52.71,5259.17,5.8,0312,16,0.25,,,
20240312161012 ,0,1016.87,22.27,54.68,6538.25,6.76,0312,16,0.25,,,
20240312162012 ,0.02,1017.02,21.97,55.34,6048.92,5.51,0312,16,0.25,,,
20240312163012 ,0,1017.11,21.56,56.17,4606.25,3.21,0312,16,0.25,,,
20240312164012 ,0.09,1017.19,21.16,59.23,4419,2.95,0312,16,0.25,,,
20240312165012 ,0,1017.34,20.86,61.32,3875.75,2.36,0312,16,0.25,,,
20240313090012 ,0.1,1022.11,19.46,70.14,7942.67,16,0313,9,0.25,,,
20240313091012 ,0.2,1021.98,19.75,67.44,8298.92,17.94,0313,9,0.25,,,
20240313092012 ,0,1022,20.07,65.92,9347.92,22.43,0313,9,0.25,,,
20240313093012 ,0,1022.01,20.98,65.27,11434.08,34.43,0313,9,0.25,,,
20240313094012 ,0,1021.97,22.07,61.59,12829.75,41.01,0313,9,0.25,,,
20240313095012 ,0,1022.07,22.42,58.92,12805.42,40.06,0313,9,0.25,,,
20240313100012 ,0,1022.13,22.6,59.44,11801.25,34.95,0313,10,0.25,,,
20240313101012 ,0,1022.15,22.71,57.97,12192.08,36.73,0313,10,0.25,,,
20240313102012 ,0,1022.11,22.79,58.05,12855.75,42.21,0313,10,0.25,,,
20240313103012 ,0.04,1021.99,22.46,57.15,12191.08,39.3,0313,10,0.25,,,
20240313104012 ,0,1021.9,22.23,57.4,11021.33,33.26,0313,10,0.25,,,
